Provider;Location;Device;Aggregate Date;Test Count;Sample Count;Platform;Technology Type;Metric Type;User Count;Minimum Latency;Multi-Server Latency;Multi-Server Jitter;Download Speed;Upload Speed;Download Speed Mbps;Upload Speed Mbps
Claro;Cali, Cali, Valle del Cauca, Colombia;;jul-22;51302;15349;all;N/A;median;15349;19;333.719;97.377;79319;27423;79.32;27.42
Claro;Barranquilla, Barranquilla, Atlantico, Colombia;;jul-22;18543;5543;all;N/A;median;5543;13;53.123;8.2;84635;30313;84.64;30.31
Claro;Medellín, Medellin, Antioquia, Colombia;;jul-22;50717;16656;all;N/A;median;16656;10;357.458;103.164;91424;30429;91.42;30.43
Tigo;Bogotá, Bogota, Colombia;;jul-22;52164;17037;all;N/A;median;17037;10;164.337;65.812;76791;13618;76.79;13.62
Tigo;Cali, Cali, Valle del Cauca, Colombia;;jul-22;21014;6372;all;N/A;median;6372;14;287.732;93.583;56742;12293;56.74;12.29
Tigo;Barranquilla, Barranquilla, Atlantico, Colombia;;jul-22;14630;4492;all;N/A;median;4492;10;521.074;9.5;73614;13106;73.61;13.11
Tigo;Medellín, Medellin, Antioquia, Colombia;;jul-22;119493;38296;all;N/A;median;38296;9;286.833;82.954;81166;17280;81.17;17.28
DIRECTV;Bogotá, Bogota, Colombia;;jul-22;10730;3278;all;N/A;median;3278;30;514.547;24.6;10098;3724;10.10;3.72
DIRECTV;Cali, Cali, Valle del Cauca, Colombia;;jul-22;2600;939;all;N/A;median;939;38;629.722;250.833;10677;3594;10.68;3.59
DIRECTV;Barranquilla, Barranquilla, Atlantico, Colombia;;jul-22;1937;432;all;N/A;median;432;63;841.367;267.472;7439;2964;7.44;2.96
DIRECTV;Medellín, Medellin, Antioquia, Colombia;;jul-22;747;329;all;N/A;median;329;32;520.184;156.641;10518;4548;10.52;4.55
ETB;Bogotá, Bogota, Colombia;;jul-22;284492;88761;all;N/A;median;88761;4;8.45;37.333;95818;94667;95.82;94.67
ETB;Cali, Cali, Valle del Cauca, Colombia;;jul-22;9;7;all;N/A;median;7;11;216.711;15.505;4663;4588;4.66;4.59
ETB;Barranquilla, Barranquilla, Atlantico, Colombia;;jul-22;52;44;all;N/A;median;44;19;308.326;68.289;38157;47058;38.16;47.06
ETB;Medellín, Medellin, Antioquia, Colombia;;jul-22;235;109;all;N/A;median;109;9;174.444;54.125;29150;25512;29.15;25.51
EMCALI;Cali, Cali, Valle del Cauca, Colombia;;jul-22;9723;3446;all;N/A;median;3446;14;49.65;140.787;25646;21185;25.65;21.19
All Providers Combined;Bogotá, Bogota, Colombia;;Aug 2022;847070;246780;all;N/A;median;246780;8;155.677;6.4;93957;33187;93.96;33.19
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;Aug 2022;129231;38655;all;N/A;median;38655;18;321.748;9.4;77477;29369;77.48;29.37
All Providers Combined;Barranquilla, Barranquilla, Atlantico, Colombia;;Aug 2022;60797;18091;all;N/A;median;18091;12;51.82;96.413;86963;31523;86.96;31.52
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;Aug 2022;211139;64171;all;N/A;median;64171;10;339.155;89.125;93676;26904;93.68;26.90
Movistar;Bogotá, Bogota, Colombia;;Aug 2022;111020;33172;all;N/A;median;33172;6;103.583;54.951;162121;135492;162.12;135.49
Movistar;Cali, Cali, Valle del Cauca, Colombia;;Aug 2022;35231;11212;all;N/A;median;11212;20;244.855;76.687;139998;113618;140.00;113.62
Movistar;Barranquilla, Barranquilla, Atlantico, Colombia;;Aug 2022;23448;7258;all;N/A;median;7258;8;47.9;89.709;130032;120807;130.03;120.81
Movistar;Medellín, Medellin, Antioquia, Colombia;;Aug 2022;34262;8923;all;N/A;median;8923;18;399.167;71.583;228431;214318;228.43;214.32
Claro;Bogotá, Bogota, Colombia;;Aug 2022;357236;107249;all;N/A;median;107249;10;183.958;77.145;91125;31222;91.13;31.22
Claro;Cali, Cali, Valle del Cauca, Colombia;;Aug 2022;51592;15798;all;N/A;median;15798;18;331.813;91.933;81709;28928;81.71;28.93
Claro;Barranquilla, Barranquilla, Atlantico, Colombia;;Aug 2022;19402;5801;all;N/A;median;5801;14;536.036;8.65;81041;31092;81.04;31.09
Claro;Medellín, Medellin, Antioquia, Colombia;;Aug 2022;52247;16311;all;N/A;median;16311;10;358.472;9.75;93804;31248;93.80;31.25
Tigo;Bogotá, Bogota, Colombia;;Aug 2022;56829;18813;all;N/A;median;18813;10;162.667;62.205;82800;14211;82.80;14.21
Tigo;Cali, Cali, Valle del Cauca, Colombia;;Aug 2022;22262;6739;all;N/A;median;6739;14;295.105;84.375;61187;12688;61.19;12.69
Tigo;Barranquilla, Barranquilla, Atlantico, Colombia;;Aug 2022;13436;4282;all;N/A;median;4282;10;527.625;98.429;72945;13381;72.95;13.38
Tigo;Medellín, Medellin, Antioquia, Colombia;;Aug 2022;115485;38730;all;N/A;median;38730;9;310.333;85.511;84988;18881;84.99;18.88
DIRECTV;Bogotá, Bogota, Colombia;;Aug 2022;9485;2881;all;N/A;median;2881;28;501.388;225.781;11905;3807;11.91;3.81
DIRECTV;Cali, Cali, Valle del Cauca, Colombia;;Aug 2022;3479;1210;all;N/A;median;1210;37;606.333;26.525;12713;3689;12.71;3.69
DIRECTV;Barranquilla, Barranquilla, Atlantico, Colombia;;Aug 2022;2116;546;all;N/A;median;546;63;844.111;263.994;8435;3148;8.44;3.15
DIRECTV;Medellín, Medellin, Antioquia, Colombia;;Aug 2022;392;94;all;N/A;median;94;26;499.032;185.506;18542;9063;18.54;9.06
ETB;Bogotá, Bogota, Colombia;;Aug 2022;287154;86092;all;N/A;median;86092;4;86.167;39.037;94665;94281;94.67;94.28
ETB;Cali, Cali, Valle del Cauca, Colombia;;Aug 2022;16;13;all;N/A;median;13;10;183.611;4.7;62400;35626;62.40;35.63
ETB;Barranquilla, Barranquilla, Atlantico, Colombia;;Aug 2022;159;96;all;N/A;median;96;20;328.882;113.812;40556;42990;40.56;42.99
ETB;Medellín, Medellin, Antioquia, Colombia;;Aug 2022;57;32;all;N/A;median;32;11;209.188;67.827;17430;25734;17.43;25.73
EMCALI;Cali, Cali, Valle del Cauca, Colombia;;Aug 2022;10621;3780;all;N/A;median;3780;13;561.889;145.125;27761;23191;27.76;23.19
All Providers Combined;Bogotá, Bogota, Colombia;;sep-22;801746;232956;all;N/A;median;232956;8;153.667;6.275;94382;38066;94.38;38.07
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;sep-22;124315;36932;all;N/A;median;36932;19;314.167;89.842;79809;31291;79.81;31.29
All Providers Combined;Barranquilla, Barranquilla, Atlantico, Colombia;;sep-22;58107;17648;all;N/A;median;17648;9;51.5;9.3;86801;32492;86.80;32.49
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;sep-22;192571;59141;all;N/A;median;59141;10;336.333;83.125;94480;28363;94.48;28.36
Movistar;Bogotá, Bogota, Colombia;;sep-22;124971;33949;all;N/A;median;33949;6;107.166;55.416;163574;141922;163.57;141.92
Movistar;Cali, Cali, Valle del Cauca, Colombia;;sep-22;35615;10608;all;N/A;median;10608;20;237.007;6.95;148312;94829;148.31;94.83
Movistar;Barranquilla, Barranquilla, Atlantico, Colombia;;sep-22;25378;7528;all;N/A;median;7528;5;472.833;88.131;130486;132896;130.49;132.90
Movistar;Medellín, Medellin, Antioquia, Colombia;;sep-22;33626;9030;all;N/A;median;9030;17;411.333;72.577;223088;225813;223.09;225.81
Claro;Bogotá, Bogota, Colombia;;sep-22;310096;94844;all;N/A;median;94844;11;185.833;77.625;90132;31405;90.13;31.41
Claro;Cali, Cali, Valle del Cauca, Colombia;;sep-22;46192;14387;all;N/A;median;14387;18;327.486;91.944;83094;31418;83.09;31.42
Claro;Barranquilla, Barranquilla, Atlantico, Colombia;;sep-22;15548;5025;all;N/A;median;5025;13;528.787;78.669;84886;31869;84.89;31.87
Claro;Medellín, Medellin, Antioquia, Colombia;;sep-22;45995;14909;all;N/A;median;14909;10;361.521;91.627;94691;31702;94.69;31.70
Tigo;Bogotá, Bogota, Colombia;;sep-22;47592;16169;all;N/A;median;16169;10;16.659;6.166;85520;16052;85.52;16.05
Tigo;Cali, Cali, Valle del Cauca, Colombia;;sep-22;22288;6779;all;N/A;median;6779;15;290.789;7.475;61575;12893;61.58;12.89
Tigo;Barranquilla, Barranquilla, Atlantico, Colombia;;sep-22;13479;4631;all;N/A;median;4631;11;543.643;10.678;63119;12800;63.12;12.80
Tigo;Medellín, Medellin, Antioquia, Colombia;;sep-22;104550;34956;all;N/A;median;34956;9;297.916;7.8;89678;20290;89.68;20.29
DIRECTV;Bogotá, Bogota, Colombia;;sep-22;6919;2204;all;N/A;median;2204;28;489.556;211.917;12361;3853;12.36;3.85
DIRECTV;Cali, Cali, Valle del Cauca, Colombia;;sep-22;2991;1276;all;N/A;median;1276;36;586.777;25.752;12176;3541;12.18;3.54
DIRECTV;Barranquilla, Barranquilla, Atlantico, Colombia;;sep-22;1610;447;all;N/A;median;447;60;814.584;189.533;8527;3062;8.53;3.06
DIRECTV;Medellín, Medellin, Antioquia, Colombia;;sep-22;334;99;all;N/A;median;99;25;40.338;127.808;18029;9477;18.03;9.48
ETB;Bogotá, Bogota, Colombia;;sep-22;289978;87179;all;N/A;median;87179;4;85.333;38.799;96771;94568;96.77;94.57
ETB;Cali, Cali, Valle del Cauca, Colombia;;sep-22;15;7;all;N/A;median;7;17;316.708;41.875;62813;47579;62.81;47.58
ETB;Barranquilla, Barranquilla, Atlantico, Colombia;;sep-22;210;78;all;N/A;median;78;21;35.25;220.499;31617;36552;31.62;36.55
ETB;Medellín, Medellin, Antioquia, Colombia;;sep-22;162;67;all;N/A;median;67;10;217.685;65.799;34542;38153;34.54;38.15
EMCALI;Cali, Cali, Valle del Cauca, Colombia;;sep-22;11452;4052;all;N/A;median;4052;12;473.167;11.357;32069;25089;32.07;25.09
All Providers Combined;Bogotá, Bogota, Colombia;;oct-22;741965;224563;all;N/A;median;224563;8;151.167;60.625;94514;38819;94.51;38.82
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;oct-22;128426;39079;all;N/A;median;39079;18;313.333;93.209;79678;31527;79.68;31.53
All Providers Combined;Barranquilla, Barranquilla, Atlantico, Colombia;;oct-22;60246;18183;all;N/A;median;18183;9;509.618;9.325;92351;33228;92.35;33.23
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;oct-22;205328;63783;all;N/A;median;63783;10;330.167;8.375;94582;28479;94.58;28.48
Movistar;Bogotá, Bogota, Colombia;;oct-22;119274;34306;all;N/A;median;34306;6;100.625;50.966;173361;149352;173.36;149.35
Movistar;Cali, Cali, Valle del Cauca, Colombia;;oct-22;35468;11328;all;N/A;median;11328;20;242.243;68.129;156693;109209;156.69;109.21
Movistar;Barranquilla, Barranquilla, Atlantico, Colombia;;oct-22;26424;8039;all;N/A;median;8039;5;468.167;9.1;140495;141577;140.50;141.58
Movistar;Medellín, Medellin, Antioquia, Colombia;;oct-22;32416;9062;all;N/A;median;9062;17;389.521;64.937;219843;224178;219.84;224.18
Claro;Bogotá, Bogota, Colombia;;oct-22;283658;90176;all;N/A;median;90176;10;184.167;74.946;91235;31732;91.24;31.73
Claro;Cali, Cali, Valle del Cauca, Colombia;;oct-22;47004;14936;all;N/A;median;14936;18;336.419;97.875;78693;30918;78.69;30.92
Claro;Barranquilla, Barranquilla, Atlantico, Colombia;;oct-22;16953;5335;all;N/A;median;5335;13;527.846;8.35;86298;31985;86.30;31.99
Claro;Medellín, Medellin, Antioquia, Colombia;;oct-22;52834;17202;all;N/A;median;17202;10;353.222;90.333;95113;31630;95.11;31.63
Tigo;Bogotá, Bogota, Colombia;;oct-22;51240;17203;all;N/A;median;17203;10;165.667;61.125;82222;16975;82.22;16.98
Tigo;Cali, Cali, Valle del Cauca, Colombia;;oct-22;22985;6986;all;N/A;median;6986;15;297.556;83.574;58964;13399;58.96;13.40
Tigo;Barranquilla, Barranquilla, Atlantico, Colombia;;oct-22;13139;4462;all;N/A;median;4462;10;53.2;93.032;72671;12926;72.67;12.93
Tigo;Medellín, Medellin, Antioquia, Colombia;;oct-22;112145;37327;all;N/A;median;37327;9;29.026;8.175;91434;20432;91.43;20.43
DIRECTV;Bogotá, Bogota, Colombia;;oct-22;6705;2357;all;N/A;median;2357;29;498.999;22.412;10998;3799;11.00;3.80
DIRECTV;Cali, Cali, Valle del Cauca, Colombia;;oct-22;3051;1290;all;N/A;median;1290;38;631.808;272.312;11323;3404;11.32;3.40
DIRECTV;Barranquilla, Barranquilla, Atlantico, Colombia;;oct-22;1588;435;all;N/A;median;435;60;835.867;215.812;8050;3172;8.05;3.17
DIRECTV;Medellín, Medellin, Antioquia, Colombia;;oct-22;348;89;all;N/A;median;89;23;46.779;137.836;18392;7748;18.39;7.75
ETB;Bogotá, Bogota, Colombia;;oct-22;256887;81298;all;N/A;median;81298;4;85.143;37.041;96133;94759;96.13;94.76
ETB;Cali, Cali, Valle del Cauca, Colombia;;oct-22;25;10;all;N/A;median;10;9;246.666;93.583;42565;44299;42.57;44.30
ETB;Barranquilla, Barranquilla, Atlantico, Colombia;;oct-22;214;55;all;N/A;median;55;20;45.5;165.166;32141;47994;32.14;47.99
ETB;Medellín, Medellin, Antioquia, Colombia;;oct-22;118;52;all;N/A;median;52;12;255.014;65.521;15473;12426;15.47;12.43
EMCALI;Cali, Cali, Valle del Cauca, Colombia;;oct-22;14267;4822;all;N/A;median;4822;7;355.885;116.687;40686;30972;40.69;30.97
EMCALI;Bogotá, Bogota, Colombia;;nov-22;;;all;N/A;median;;;;;;;;
EMCALI;Barranquilla, Barranquilla, Atlantico, Colombia;;nov-22;;;all;N/A;median;;;;;;;;
EMCALI;Medellín, Medellin, Antioquia, Colombia;;nov-22;;;all;N/A;median;;;;;;;;
All Providers Combined;Bogotá, Bogota, Colombia;;nov-22;728715;226872;all;N/A;median;226872;8;152.254;59.264;95088;39374;95.09;39.37
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;nov-22;117731;35819;all;N/A;median;35819;19;312.635;89.732;84262;32262;84.26;32.26
All Providers Combined;Barranquilla, Barranquilla, Atlantico, Colombia;;nov-22;57791;17955;all;N/A;median;17955;9;512.333;93.625;88867;32702;88.87;32.70
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;nov-22;181498;57259;all;N/A;median;57259;10;30.976;7.1;94725;28460;94.73;28.46
Movistar;Bogotá, Bogota, Colombia;;nov-22;108057;32852;all;N/A;median;32852;6;94.167;42.325;177920;155976;177.92;155.98
Movistar;Cali, Cali, Valle del Cauca, Colombia;;nov-22;33933;10644;all;N/A;median;10644;20;242.837;6.475;162287;123585;162.29;123.59
Movistar;Barranquilla, Barranquilla, Atlantico, Colombia;;nov-22;26813;7940;all;N/A;median;7940;5;455.987;84.097;138490;143213;138.49;143.21
Movistar;Medellín, Medellin, Antioquia, Colombia;;nov-22;30860;8511;all;N/A;median;8511;16;392.502;5.85;223780;230341;223.78;230.34
Claro;Bogotá, Bogota, Colombia;;nov-22;293405;94925;all;N/A;median;94925;11;187.618;74.875;93100;31779;93.10;31.78
Claro;Cali, Cali, Valle del Cauca, Colombia;;nov-22;43540;14098;all;N/A;median;14098;19;339.333;95.987;85617;31270;85.62;31.27
Claro;Barranquilla, Barranquilla, Atlantico, Colombia;;nov-22;15549;5121;all;N/A;median;5121;13;528.583;85.332;85054;31690;85.05;31.69
Claro;Medellín, Medellin, Antioquia, Colombia;;nov-22;39645;13914;all;N/A;median;13914;10;348.542;83.125;95862;31798;95.86;31.80
Tigo;Bogotá, Bogota, Colombia;;nov-22;44597;15435;all;N/A;median;15435;10;164.419;57.875;85210;17113;85.21;17.11
Tigo;Cali, Cali, Valle del Cauca, Colombia;;nov-22;19096;5934;all;N/A;median;5934;15;300.238;8.525;55997;13028;56.00;13.03
Tigo;Barranquilla, Barranquilla, Atlantico, Colombia;;nov-22;11266;4203;all;N/A;median;4203;11;543.322;91.577;65575;12871;65.58;12.87
Tigo;Medellín, Medellin, Antioquia, Colombia;;nov-22;103517;34432;all;N/A;median;34432;9;26.4;65.156;92377;20737;92.38;20.74
DIRECTV;Bogotá, Bogota, Colombia;;nov-22;6148;2096;all;N/A;median;2096;27;471.444;195.006;11744;3893;11.74;3.89
DIRECTV;Cali, Cali, Valle del Cauca, Colombia;;nov-22;3399;1304;all;N/A;median;1304;35;601.667;242.923;11317;3459;11.32;3.46
DIRECTV;Barranquilla, Barranquilla, Atlantico, Colombia;;nov-22;2499;830;all;N/A;median;830;49;858.873;300.726;7597;2699;7.60;2.70
DIRECTV;Medellín, Medellin, Antioquia, Colombia;;nov-22;261;91;all;N/A;median;91;25;438.381;196.027;17165;8068;17.17;8.07
ETB;Bogotá, Bogota, Colombia;;nov-22;249403;81953;all;N/A;median;81953;4;8.45;3.625;101445;100645;101.45;100.65
ETB;Cali, Cali, Valle del Cauca, Colombia;;nov-22;4;3;all;N/A;median;3;2;139.333;32.575;4741;3827;4.74;3.83
ETB;Barranquilla, Barranquilla, Atlantico, Colombia;;nov-22;32;25;all;N/A;median;25;19;501.667;4.19;21378;30026;21.38;30.03
ETB;Medellín, Medellin, Antioquia, Colombia;;nov-22;112;49;all;N/A;median;49;13;301.375;116.333;32329;38180;32.33;38.18
EMCALI;Cali, Cali, Valle del Cauca, Colombia;;nov-22;12570;3930;all;N/A;median;3930;8;310.542;102.659;40911;33806;40.91;33.81
All Providers Combined;Bogotá, Bogota, Colombia;;Dec 2022;620130;194153;all;N/A;median;194153;7;142.167;54.625;98960;41799;98.96;41.80
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;Dec 2022;102950;32093;all;N/A;median;32093;19;307.269;8.7;86394;32430;86.39;32.43
All Providers Combined;Barranquilla, Barranquilla, Atlantico, Colombia;;Dec 2022;55277;17236;all;N/A;median;17236;9;507.143;91.677;92253;32676;92.25;32.68
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;Dec 2022;144813;46949;all;N/A;median;46949;10;304.382;65.249;95152;28331;95.15;28.33
Movistar;Bogotá, Bogota, Colombia;;Dec 2022;98273;29996;all;N/A;median;29996;6;92.222;41.083;182428;158261;182.43;158.26
Movistar;Cali, Cali, Valle del Cauca, Colombia;;Dec 2022;29668;10008;all;N/A;median;10008;20;239.496;63.331;162318;124946;162.32;124.95
Movistar;Barranquilla, Barranquilla, Atlantico, Colombia;;Dec 2022;24939;7263;all;N/A;median;7263;5;43.9;7.325;153947;157008;153.95;157.01
Movistar;Medellín, Medellin, Antioquia, Colombia;;Dec 2022;28477;8124;all;N/A;median;8124;16;397.831;5.9;224364;233106;224.36;233.11
Claro;Bogotá, Bogota, Colombia;;Dec 2022;231799;74662;all;N/A;median;74662;10;181.556;71.625;92690;31787;92.69;31.79
Claro;Cali, Cali, Valle del Cauca, Colombia;;Dec 2022;37702;12060;all;N/A;median;12060;18;337.216;90.625;87719;31326;87.72;31.33
Claro;Barranquilla, Barranquilla, Atlantico, Colombia;;Dec 2022;13989;4981;all;N/A;median;4981;13;532.473;80.875;91341;32050;91.34;32.05
Claro;Medellín, Medellin, Antioquia, Colombia;;Dec 2022;25180;8985;all;N/A;median;8985;10;340.486;71.667;94362;31825;94.36;31.83
Tigo;Bogotá, Bogota, Colombia;;Dec 2022;37688;13527;all;N/A;median;13527;10;165.017;54.888;85797;17235;85.80;17.24
Tigo;Cali, Cali, Valle del Cauca, Colombia;;Dec 2022;16812;5476;all;N/A;median;5476;15;298.611;78.104;57621;12847;57.62;12.85
Tigo;Barranquilla, Barranquilla, Atlantico, Colombia;;Dec 2022;11110;3849;all;N/A;median;3849;10;518.787;90.062;70857;13101;70.86;13.10
Tigo;Medellín, Medellin, Antioquia, Colombia;;Dec 2022;83643;29368;all;N/A;median;29368;9;264.325;6.25;92513;20577;92.51;20.58
DIRECTV;Bogotá, Bogota, Colombia;;Dec 2022;4805;1783;all;N/A;median;1783;26;461.222;190.822;12046;3990;12.05;3.99
DIRECTV;Cali, Cali, Valle del Cauca, Colombia;;Dec 2022;2972;1249;all;N/A;median;1249;34;616.801;282.002;11757;3290;11.76;3.29
DIRECTV;Barranquilla, Barranquilla, Atlantico, Colombia;;Dec 2022;3670;1238;all;N/A;median;1238;32;93.3;370.812;7505;2660;7.51;2.66
DIRECTV;Medellín, Medellin, Antioquia, Colombia;;Dec 2022;120;58;all;N/A;median;58;23;367.833;188.142;18347;11580;18.35;11.58
ETB;Bogotá, Bogota, Colombia;;Dec 2022;226051;74765;all;N/A;median;74765;4;79.444;33.374;109975;104958;109.98;104.96
ETB;Cali, Cali, Valle del Cauca, Colombia;;Dec 2022;8;6;all;N/A;median;6;3;113.809;26.021;19372;26881;19.37;26.88
ETB;Barranquilla, Barranquilla, Atlantico, Colombia;;Dec 2022;61;19;all;N/A;median;19;3;359.694;44.625;32819;28482;32.82;28.48
ETB;Medellín, Medellin, Antioquia, Colombia;;Dec 2022;110;51;all;N/A;median;51;22;32.36;9.875;26202;27769;26.20;27.77
EMCALI;Cali, Cali, Valle del Cauca, Colombia;;Dec 2022;11294;3390;all;N/A;median;3390;7;293.333;110.548;40948;35835;40.95;35.84
All Providers Combined;Bogotá, Bogota, Colombia;;Jan 2023;716949;220446;all;N/A;median;220446;7;139.833;5.4;99149;41812;99.15;41.81
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;Jan 2023;114988;35082;all;N/A;median;35082;18;301.111;81.345;87734;32558;87.73;32.56
All Providers Combined;Barranquilla, Barranquilla, Atlantico, Colombia;;Jan 2023;66725;20096;all;N/A;median;20096;10;504.861;94.676;88427;32986;88.43;32.99
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;Jan 2023;168102;54258;all;N/A;median;54258;10;304.667;6.5;94767;28099;94.77;28.10
Movistar;Bogotá, Bogota, Colombia;;Jan 2023;113288;34145;all;N/A;median;34145;6;88.333;3.775;185028;156227;185.03;156.23
Movistar;Cali, Cali, Valle del Cauca, Colombia;;Jan 2023;34206;11070;all;N/A;median;11070;20;235.293;57.583;165749;126419;165.75;126.42
Movistar;Barranquilla, Barranquilla, Atlantico, Colombia;;Jan 2023;29842;8240;all;N/A;median;8240;5;439.266;7.95;139204;163513;139.20;163.51
Movistar;Medellín, Medellin, Antioquia, Colombia;;Jan 2023;31390;8972;all;N/A;median;8972;16;384.243;5.45;220853;230835;220.85;230.84
Claro;Bogotá, Bogota, Colombia;;Jan 2023;254986;82639;all;N/A;median;82639;10;182.083;72.875;93497;31667;93.50;31.67
Claro;Cali, Cali, Valle del Cauca, Colombia;;Jan 2023;40979;13098;all;N/A;median;13098;18;330.129;86.417;88302;31307;88.30;31.31
Claro;Barranquilla, Barranquilla, Atlantico, Colombia;;Jan 2023;19463;6561;all;N/A;median;6561;13;534.023;88.083;89844;32165;89.84;32.17
Claro;Medellín, Medellin, Antioquia, Colombia;;Jan 2023;31584;10844;all;N/A;median;10844;10;35.125;75.375;97266;31658;97.27;31.66
Tigo;Bogotá, Bogota, Colombia;;Jan 2023;43427;15485;all;N/A;median;15485;10;163.295;56.875;83213;16478;83.21;16.48
Tigo;Cali, Cali, Valle del Cauca, Colombia;;Jan 2023;18744;6005;all;N/A;median;6005;15;292.667;78.288;57419;14027;57.42;14.03
Tigo;Barranquilla, Barranquilla, Atlantico, Colombia;;Jan 2023;11718;4160;all;N/A;median;4160;11;520.132;9.2;66853;12447;66.85;12.45
Tigo;Medellín, Medellin, Antioquia, Colombia;;Jan 2023;95469;33685;all;N/A;median;33685;9;26.85;6.025;92089;20631;92.09;20.63
DIRECTV;Bogotá, Bogota, Colombia;;Jan 2023;8023;2636;all;N/A;median;2636;26;468.889;204.167;10889;4356;10.89;4.36
DIRECTV;Cali, Cali, Valle del Cauca, Colombia;;Jan 2023;3289;1172;all;N/A;median;1172;34;615.697;246.785;11418;3519;11.42;3.52
DIRECTV;Barranquilla, Barranquilla, Atlantico, Colombia;;Jan 2023;3692;1177;all;N/A;median;1177;30;903.057;341.604;7727;2975;7.73;2.98
DIRECTV;Medellín, Medellin, Antioquia, Colombia;;Jan 2023;235;65;all;N/A;median;65;24;420.407;142.544;17087;10971;17.09;10.97
ETB;Bogotá, Bogota, Colombia;;Jan 2023;270692;84897;all;N/A;median;84897;4;77.361;32.125;109349;106780;109.35;106.78
ETB;Cali, Cali, Valle del Cauca, Colombia;;Jan 2023;11;9;all;N/A;median;9;5;163.187;1.705;38591;44119;38.59;44.12
ETB;Barranquilla, Barranquilla, Atlantico, Colombia;;Jan 2023;41;23;all;N/A;median;23;3;213.537;1.775;90319;71935;90.32;71.94
ETB;Medellín, Medellin, Antioquia, Colombia;;Jan 2023;109;52;all;N/A;median;52;17;343.875;156.786;13875;15812;13.88;15.81
EMCALI;Cali, Cali, Valle del Cauca, Colombia;;Jan 2023;12317;3633;all;N/A;median;3633;7;279.188;92.375;43723;37657;43.72;37.66
All Providers Combined;Bogotá, Bogota, Colombia;;feb-23;789359;240190;all;N/A;median;240190;7;13.754;53.504;103242;43753;103.24;43.75
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;feb-23;119777;36264;all;N/A;median;36264;18;298.926;8.125;90348;33148;90.35;33.15
All Providers Combined;Barranquilla, Barranquilla, Atlantico, Colombia;;feb-23;62618;19313;all;N/A;median;19313;9;497.827;9.075;93776;36255;93.78;36.26
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;feb-23;186545;60273;all;N/A;median;60273;10;296.911;64.875;97617;28630;97.62;28.63
Movistar;Bogotá, Bogota, Colombia;;feb-23;136988;39500;all;N/A;median;39500;6;89.449;40.832;188174;158431;188.17;158.43
Movistar;Cali, Cali, Valle del Cauca, Colombia;;feb-23;37398;11702;all;N/A;median;11702;19;239.312;63.184;166976;131338;166.98;131.34
Movistar;Barranquilla, Barranquilla, Atlantico, Colombia;;feb-23;28997;8437;all;N/A;median;8437;5;43.55;78.375;160944;162186;160.94;162.19
Movistar;Medellín, Medellin, Antioquia, Colombia;;feb-23;34811;10285;all;N/A;median;10285;16;38;57.917;221834;231888;221.83;231.89
Claro;Bogotá, Bogota, Colombia;;feb-23;270138;87488;all;N/A;median;87488;10;18.075;7.125;94001;31666;94.00;31.67
Claro;Cali, Cali, Valle del Cauca, Colombia;;feb-23;41892;13339;all;N/A;median;13339;18;323.667;83.197;89251;31596;89.25;31.60
Claro;Barranquilla, Barranquilla, Atlantico, Colombia;;feb-23;16722;5911;all;N/A;median;5911;13;530.315;82.037;91329;32084;91.33;32.08
Claro;Medellín, Medellin, Antioquia, Colombia;;feb-23;35876;12131;all;N/A;median;12131;10;342.083;7.475;98650;31680;98.65;31.68
Tigo;Bogotá, Bogota, Colombia;;feb-23;46818;16450;all;N/A;median;16450;10;161.236;54.875;84623;17761;84.62;17.76
Tigo;Cali, Cali, Valle del Cauca, Colombia;;feb-23;19781;6054;all;N/A;median;6054;15;292.889;78.472;60989;16616;60.99;16.62
Tigo;Barranquilla, Barranquilla, Atlantico, Colombia;;feb-23;11072;3727;all;N/A;median;3727;10;514.833;88.625;71239;15766;71.24;15.77
Tigo;Medellín, Medellin, Antioquia, Colombia;;feb-23;106756;37263;all;N/A;median;37263;9;26.165;60.945;93113;21471;93.11;21.47
DIRECTV;Bogotá, Bogota, Colombia;;feb-23;7933;2669;all;N/A;median;2669;25;429.811;17.675;13802;4978;13.80;4.98
DIRECTV;Cali, Cali, Valle del Cauca, Colombia;;feb-23;2403;1020;all;N/A;median;1020;33;59.466;234.173;13240;3568;13.24;3.57
DIRECTV;Barranquilla, Barranquilla, Atlantico, Colombia;;feb-23;4120;1215;all;N/A;median;1215;29;866.083;342.375;8797;3037;8.80;3.04
DIRECTV;Medellín, Medellin, Antioquia, Colombia;;feb-23;226;90;all;N/A;median;90;27;55.55;13.85;18013;6466;18.01;6.47
