Provider;Location;Device;Aggregate Date;Test Count;Sample Count;Platform;Technology Type;Metric Type;User Count;Minimum Latency;Multi-Server Latency;Multi-Server Jitter;Download Speed;Upload Speed;Download Speed Mbps;Upload Speed Mbps
Claro;Bogotá, Bogota, Colombia;;oct-23;234501;81150;all;N/A;median;81150;10;170.333;6.825;113613;32539;113.61;32.54
Claro;Cali, Cali, Valle del Cauca, Colombia;;oct-23;51872;15235;all;N/A;median;15235;18;319.144;86.667;94228;32347;94.23;32.35
Claro;Barranquilla, Barranquilla, Atlantico, Colombia;;oct-23;15927;5458;all;N/A;median;5458;13;469.167;79.166;94064;32656;94.06;32.66
Claro;Medellín, Medellin, Antioquia, Colombia;;oct-23;41214;14341;all;N/A;median;14341;9;33.618;77.704;135761;32571;135.76;32.57
Tigo;Bogotá, Bogota, Colombia;;oct-23;33849;12218;all;N/A;median;12218;10;155.078;5.325;92190;21119;92.19;21.12
Tigo;Cali, Cali, Valle del Cauca, Colombia;;oct-23;15783;5342;all;N/A;median;5342;15;283.416;7.15;73452;18868;73.45;18.87
Tigo;Barranquilla, Barranquilla, Atlantico, Colombia;;oct-23;8740;3079;all;N/A;median;3079;10;475.837;83.937;75796;19682;75.80;19.68
Tigo;Medellín, Medellin, Antioquia, Colombia;;oct-23;79287;28914;all;N/A;median;28914;9;260.667;70.278;94162;22544;94.16;22.54
DIRECTV;Bogotá, Bogota, Colombia;;oct-23;3976;1443;all;N/A;median;1443;25;439.333;17.05;14623;4712;14.62;4.71
DIRECTV;Cali, Cali, Valle del Cauca, Colombia;;oct-23;3677;1424;all;N/A;median;1424;35;551.222;201.098;16067;4024;16.07;4.02
DIRECTV;Barranquilla, Barranquilla, Atlantico, Colombia;;oct-23;2865;965;all;N/A;median;965;30;779.472;277.583;10765;3324;10.77;3.32
DIRECTV;Medellín, Medellin, Antioquia, Colombia;;oct-23;149;41;all;N/A;median;41;36;550.668;212.296;13676;5121;13.68;5.12
ETB;Bogotá, Bogota, Colombia;;oct-23;254438;82160;all;N/A;median;82160;4;69.365;31.511;142868;147636;142.87;147.64
ETB;Cali, Cali, Valle del Cauca, Colombia;;oct-23;14;12;all;N/A;median;12;3;104.916;0.9125;238425;362890;238.43;362.89
ETB;Barranquilla, Barranquilla, Atlantico, Colombia;;oct-23;74;32;all;N/A;median;32;25;377.583;69.729;31244;18124;31.24;18.12
ETB;Medellín, Medellin, Antioquia, Colombia;;oct-23;58;29;all;N/A;median;29;17;274.416;89.029;37275;22837;37.28;22.84
EMCALI;Cali, Cali, Valle del Cauca, Colombia;;oct-23;16135;4984;all;N/A;median;4984;4;314.945;7.959;86019;91333;86.02;91.33
All Providers Combined;Bogotá, Bogota, Colombia;;nov-23;782876;232545;all;N/A;median;232545;6;129.845;56.874;136522;67216;136.52;67.22
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;nov-23;131462;38290;all;N/A;median;38290;18;283.568;82.009;100031;44217;100.03;44.22
All Providers Combined;Barranquilla, Barranquilla, Atlantico, Colombia;;nov-23;62711;18412;all;N/A;median;18412;9;456.332;8.646;118624;62040;118.62;62.04
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;nov-23;174566;56247;all;N/A;median;56247;10;311.304;70.659;134017;33008;134.02;33.01
Movistar;Bogotá, Bogota, Colombia;;nov-23;177683;49988;all;N/A;median;49988;5;90.331;45.632;240100;196540;240.10;196.54
Movistar;Cali, Cali, Valle del Cauca, Colombia;;nov-23;44175;13256;all;N/A;median;13256;20;24;68.996;205501;188041;205.50;188.04
Movistar;Barranquilla, Barranquilla, Atlantico, Colombia;;nov-23;33795;9238;all;N/A;median;9238;5;424.994;76.768;203293;197771;203.29;197.77
Movistar;Medellín, Medellin, Antioquia, Colombia;;nov-23;34412;11500;all;N/A;median;11500;14;33.55;62.868;268185;283920;268.19;283.92
Claro;Bogotá, Bogota, Colombia;;nov-23;242676;81185;all;N/A;median;81185;10;171.833;7.075;118790;32492;118.79;32.49
Claro;Cali, Cali, Valle del Cauca, Colombia;;nov-23;45598;13197;all;N/A;median;13197;18;323.333;9.144;93982;32060;93.98;32.06
Claro;Barranquilla, Barranquilla, Atlantico, Colombia;;nov-23;14412;4855;all;N/A;median;4855;13;481.042;81.284;106603;32570;106.60;32.57
Claro;Medellín, Medellin, Antioquia, Colombia;;nov-23;38439;13005;all;N/A;median;13005;9;35.375;8.1;142699;32531;142.70;32.53
Tigo;Bogotá, Bogota, Colombia;;nov-23;30969;11478;all;N/A;median;11478;10;158.127;55.625;90545;21113;90.55;21.11
Tigo;Cali, Cali, Valle del Cauca, Colombia;;nov-23;16028;5152;all;N/A;median;5152;15;28.3;7.325;73694;18699;73.69;18.70
Tigo;Barranquilla, Barranquilla, Atlantico, Colombia;;nov-23;8589;3062;all;N/A;median;3062;10;475.333;89.937;76695;17535;76.70;17.54
Tigo;Medellín, Medellin, Antioquia, Colombia;;nov-23;75507;27269;all;N/A;median;27269;9;264.556;68.167;94311;22401;94.31;22.40
DIRECTV;Bogotá, Bogota, Colombia;;nov-23;5111;1731;all;N/A;median;1731;25;427.896;16.45;15951;4857;15.95;4.86
DIRECTV;Cali, Cali, Valle del Cauca, Colombia;;nov-23;2690;1058;all;N/A;median;1058;35;563.333;202.108;16374;4193;16.37;4.19
DIRECTV;Barranquilla, Barranquilla, Atlantico, Colombia;;nov-23;3017;976;all;N/A;median;976;27;769.561;238.884;13202;3926;13.20;3.93
DIRECTV;Medellín, Medellin, Antioquia, Colombia;;nov-23;316;69;all;N/A;median;69;35;505.137;129.446;20982;7004;20.98;7.00
ETB;Bogotá, Bogota, Colombia;;nov-23;267945;81582;all;N/A;median;81582;4;70.833;3.4;141523;149693;141.52;149.69
ETB;Cali, Cali, Valle del Cauca, Colombia;;nov-23;17;11;all;N/A;median;11;9;212.312;3.4;19182;20887;19.18;20.89
ETB;Barranquilla, Barranquilla, Atlantico, Colombia;;nov-23;25;14;all;N/A;median;14;22;364.417;176.187;12241;15711;12.24;15.71
ETB;Medellín, Medellin, Antioquia, Colombia;;nov-23;48;30;all;N/A;median;30;16;246.884;73.417;9533;8768;9.53;8.77
EMCALI;Cali, Cali, Valle del Cauca, Colombia;;nov-23;17896;5644;all;N/A;median;5644;4;222.062;64.328;86261;89328;86.26;89.33
EMCALI;Barranquilla, Barranquilla, Atlantico, Colombia;;Dec 2023;;;all;N/A;median;;;;;;;;
EMCALI;Medellín, Medellin, Antioquia, Colombia;;Dec 2023;;;all;N/A;median;;;;;;;;
All Providers Combined;Bogotá, Bogota, Colombia;;Dec 2023;671685;202852;all;N/A;median;202852;6;123.104;54.305;146729;74972;146.73;74.97
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;Dec 2023;105819;32114;all;N/A;median;32114;18;281.333;84.618;111992;45911;111.99;45.91
All Providers Combined;Barranquilla, Barranquilla, Atlantico, Colombia;;Dec 2023;60079;17472;all;N/A;median;17472;9;453.833;83.733;131158;62841;131.16;62.84
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;Dec 2023;145006;47406;all;N/A;median;47406;11;305.067;66.375;146971;33156;146.97;33.16
Movistar;Bogotá, Bogota, Colombia;;Dec 2023;140856;42725;all;N/A;median;42725;5;85.394;42.916;256604;191954;256.60;191.95
Movistar;Cali, Cali, Valle del Cauca, Colombia;;Dec 2023;39730;11848;all;N/A;median;11848;20;241.916;81.125;205098;193461;205.10;193.46
Movistar;Barranquilla, Barranquilla, Atlantico, Colombia;;Dec 2023;31611;9022;all;N/A;median;9022;5;42.626;7.575;208723;197538;208.72;197.54
Movistar;Medellín, Medellin, Antioquia, Colombia;;Dec 2023;30019;10284;all;N/A;median;10284;14;34.266;59.075;282364;298868;282.36;298.87
Claro;Bogotá, Bogota, Colombia;;Dec 2023;196927;65729;all;N/A;median;65729;10;169.833;6.825;133533;32567;133.53;32.57
Claro;Cali, Cali, Valle del Cauca, Colombia;;Dec 2023;33107;10467;all;N/A;median;10467;18;323.833;90.363;103193;32134;103.19;32.13
Claro;Barranquilla, Barranquilla, Atlantico, Colombia;;Dec 2023;15448;4760;all;N/A;median;4760;13;47.98;78.984;115754;32376;115.75;32.38
Claro;Medellín, Medellin, Antioquia, Colombia;;Dec 2023;29987;9764;all;N/A;median;9764;9;33.957;75.223;160263;32565;160.26;32.57
Tigo;Bogotá, Bogota, Colombia;;Dec 2023;28106;10261;all;N/A;median;10261;10;155.833;54.137;93282;21495;93.28;21.50
Tigo;Cali, Cali, Valle del Cauca, Colombia;;Dec 2023;13820;4585;all;N/A;median;4585;17;289.261;81.394;68706;16477;68.71;16.48
Tigo;Barranquilla, Barranquilla, Atlantico, Colombia;;Dec 2023;7146;2457;all;N/A;median;2457;10;469.511;80.354;77484;16448;77.48;16.45
Tigo;Medellín, Medellin, Antioquia, Colombia;;Dec 2023;61230;22820;all;N/A;median;22820;9;26.103;64.724;94594;21886;94.59;21.89
DIRECTV;Bogotá, Bogota, Colombia;;Dec 2023;3769;1539;all;N/A;median;1539;25;420.847;165.729;16790;5237;16.79;5.24
DIRECTV;Cali, Cali, Valle del Cauca, Colombia;;Dec 2023;1653;716;all;N/A;median;716;36;554.667;20.6;17020;3998;17.02;4.00
DIRECTV;Barranquilla, Barranquilla, Atlantico, Colombia;;Dec 2023;3577;1000;all;N/A;median;1000;26;701.598;200.093;16817;3965;16.82;3.97
DIRECTV;Medellín, Medellin, Antioquia, Colombia;;Dec 2023;251;52;all;N/A;median;52;40;530.861;176.126;39315;36338;39.32;36.34
ETB;Bogotá, Bogota, Colombia;;Dec 2023;240668;74185;all;N/A;median;74185;4;68.322;31.667;155828;164067;155.83;164.07
ETB;Cali, Cali, Valle del Cauca, Colombia;;Dec 2023;35;16;all;N/A;median;16;7;201.583;28.281;111767;186820;111.77;186.82
ETB;Barranquilla, Barranquilla, Atlantico, Colombia;;Dec 2023;11;7;all;N/A;median;7;11;247.333;1.55;107764;116008;107.76;116.01
ETB;Medellín, Medellin, Antioquia, Colombia;;Dec 2023;104;36;all;N/A;median;36;15;245.869;100.442;43344;40073;43.34;40.07
EMCALI;Bogotá, Bogota, Colombia;;Dec 2023;3;1;all;N/A;median;1;18;362.162;82.788;3941;734;3.94;0.73
EMCALI;Cali, Cali, Valle del Cauca, Colombia;;Dec 2023;13717;4637;all;N/A;median;4637;4;226.666;61.125;91228;92717;91.23;92.72
