Provider;Location;Device;Aggregate Date;Test Count;Sample Count;Platform;Technology Type;Metric Type;User Count;Minimum Latency;Multi-Server Jitter;Download Speed;Upload Speed;Download Speed Mbps;Upload Speed Mbps
Tigo;Cartagena, Cartagena, Bolívar, Colombia;;oct-20;23349;5982;all;N/A;median;5982;13;;25069;5036;25.07;5.04
Tigo;Medellín, Medellin, Antioquia, Colombia;;oct-20;145205;43572;all;N/A;median;43572;11;;27046;5204;27.05;5.20
Tigo;Bogotá, Bogota, Colombia;;oct-20;67478;19592;all;N/A;median;19592;12;;25500;5151;25.50;5.15
ETB;Colombia;;oct-20;297333;90396;all;N/A;median;90396;5;;33464;27132;33.46;27.13
ETB;Cali, Cali, Valle del Cauca, Colombia;;oct-20;32;17;all;N/A;median;17;12;;47899;24275;47.90;24.28
ETB;Cartagena, Cartagena, Bolívar, Colombia;;oct-20;1;1;all;N/A;median;1;18;;25815;37906;25.82;37.91
ETB;Medellín, Medellin, Antioquia, Colombia;;oct-20;773;298;all;N/A;median;298;9;;15700;13037;15.70;13.04
ETB;Bogotá, Bogota, Colombia;;oct-20;273185;84528;all;N/A;median;84528;5;;35883;27971;35.88;27.97
All Providers Combined;Colombia;;nov-20;2711878;721840;all;N/A;median;721840;18;;28772;6475;28.77;6.48
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;nov-20;166327;48681;all;N/A;median;48681;22;;30525;7669;30.53;7.67
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;nov-20;39791;11453;all;N/A;median;11453;30;;26009;5282;26.01;5.28
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;nov-20;206109;63114;all;N/A;median;63114;18;;29094;5709;29.09;5.71
All Providers Combined;Bogotá, Bogota, Colombia;;nov-20;949967;276061;all;N/A;median;276061;12;;33182;8113;33.18;8.11
Movistar;Colombia;;nov-20;326605;99147;all;N/A;median;99147;30;;20725;20752;20.73;20.75
Movistar;Cali, Cali, Valle del Cauca, Colombia;;nov-20;34994;11410;all;N/A;median;11410;15;;63657;62562;63.66;62.56
Movistar;Cartagena, Cartagena, Bolívar, Colombia;;nov-20;12137;4268;all;N/A;median;4268;42;;26992;26705;26.99;26.71
Movistar;Medellín, Medellin, Antioquia, Colombia;;nov-20;1321;527;all;N/A;median;527;30;;10100;5684;10.10;5.68
Movistar;Bogotá, Bogota, Colombia;;nov-20;71664;21235;all;N/A;median;21235;12;;23096;24363;23.10;24.36
Claro;Colombia;;nov-20;1137853;324124;all;N/A;median;324124;19;;33155;6765;33.16;6.77
Claro;Cali, Cali, Valle del Cauca, Colombia;;nov-20;82093;24768;all;N/A;median;24768;24;;33897;7885;33.90;7.89
Claro;Cartagena, Cartagena, Bolívar, Colombia;;nov-20;7909;2337;all;N/A;median;2337;14;;29998;6632;30.00;6.63
Claro;Medellín, Medellin, Antioquia, Colombia;;nov-20;59155;18963;all;N/A;median;18963;24;;34922;8066;34.92;8.07
Claro;Bogotá, Bogota, Colombia;;nov-20;499808;146424;all;N/A;median;146424;13;;35312;6790;35.31;6.79
Tigo;Colombia;;nov-20;656939;170997;all;N/A;median;170997;17;;24599;5120;24.60;5.12
Tigo;Cali, Cali, Valle del Cauca, Colombia;;nov-20;28501;8035;all;N/A;median;8035;18;;20029;5118;20.03;5.12
Tigo;Cartagena, Cartagena, Bolívar, Colombia;;nov-20;18816;5045;all;N/A;median;5045;13;;25177;5046;25.18;5.05
Tigo;Medellín, Medellin, Antioquia, Colombia;;nov-20;132029;40325;all;N/A;median;40325;11;;28554;5230;28.55;5.23
Tigo;Bogotá, Bogota, Colombia;;nov-20;59208;17909;all;N/A;median;17909;12;;26120;5151;26.12;5.15
ETB;Colombia;;nov-20;295084;92267;all;N/A;median;92267;5;;39882;28364;39.88;28.36
ETB;Cali, Cali, Valle del Cauca, Colombia;;nov-20;27;17;all;N/A;median;17;14;;31082;28756;31.08;28.76
ETB;Cartagena, Cartagena, Bolívar, Colombia;;nov-20;17;5;all;N/A;median;5;46;;19253;17465;19.25;17.47
ETB;Medellín, Medellin, Antioquia, Colombia;;nov-20;578;261;all;N/A;median;261;6;;19497;21836;19.50;21.84
ETB;Bogotá, Bogota, Colombia;;nov-20;272483;86541;all;N/A;median;86541;5;;43096;28587;43.10;28.59
All Providers Combined;Colombia;;Dec 2020;2304126;613689;all;N/A;median;613689;18;;29970;6619;29.97;6.62
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;Dec 2020;157930;44698;all;N/A;median;44698;20;;31939;8303;31.94;8.30
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;Dec 2020;36490;10594;all;N/A;median;10594;21;;27940;5717;27.94;5.72
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;Dec 2020;180642;54566;all;N/A;median;54566;16;;30555;6078;30.56;6.08
All Providers Combined;Bogotá, Bogota, Colombia;;Dec 2020;788290;228707;all;N/A;median;228707;12;;35467;8703;35.47;8.70
Movistar;Colombia;;Dec 2020;310314;91950;all;N/A;median;91950;27;;26164;27984;26.16;27.98
Movistar;Cali, Cali, Valle del Cauca, Colombia;;Dec 2020;34376;10767;all;N/A;median;10767;13;;77641;82136;77.64;82.14
Movistar;Cartagena, Cartagena, Bolívar, Colombia;;Dec 2020;12918;4248;all;N/A;median;4248;40;;35517;36300;35.52;36.30
Movistar;Medellín, Medellin, Antioquia, Colombia;;Dec 2020;2897;776;all;N/A;median;776;15;;46509;49791;46.51;49.79
Movistar;Bogotá, Bogota, Colombia;;Dec 2020;64094;18848;all;N/A;median;18848;11;;27111;31294;27.11;31.29
Claro;Colombia;;Dec 2020;951688;272277;all;N/A;median;272277;18;;35760;7657;35.76;7.66
Claro;Cali, Cali, Valle del Cauca, Colombia;;Dec 2020;71555;22058;all;N/A;median;22058;21;;36787;8430;36.79;8.43
Claro;Cartagena, Cartagena, Bolívar, Colombia;;Dec 2020;6699;2130;all;N/A;median;2130;14;;32087;7437;32.09;7.44
Claro;Medellín, Medellin, Antioquia, Colombia;;Dec 2020;50260;16646;all;N/A;median;16646;24;;37533;8631;37.53;8.63
Claro;Bogotá, Bogota, Colombia;;Dec 2020;415203;122079;all;N/A;median;122079;13;;38139;7753;38.14;7.75
Tigo;Colombia;;Dec 2020;546210;145124;all;N/A;median;145124;17;;25451;5164;25.45;5.16
Tigo;Cali, Cali, Valle del Cauca, Colombia;;Dec 2020;33620;8019;all;N/A;median;8019;19;;17559;5109;17.56;5.11
Tigo;Cartagena, Cartagena, Bolívar, Colombia;;Dec 2020;16051;4425;all;N/A;median;4425;13;;25366;5026;25.37;5.03
Tigo;Medellín, Medellin, Antioquia, Colombia;;Dec 2020;116476;34770;all;N/A;median;34770;11;;30000;5267;30.00;5.27
Tigo;Bogotá, Bogota, Colombia;;Dec 2020;47732;14800;all;N/A;median;14800;12;;26303;5187;26.30;5.19
ETB;Colombia;;Dec 2020;237577;74219;all;N/A;median;74219;5;;42173;28757;42.17;28.76
ETB;Cali, Cali, Valle del Cauca, Colombia;;Dec 2020;16;7;all;N/A;median;7;3;;9020;18809;9.02;18.81
ETB;Cartagena, Cartagena, Bolívar, Colombia;;Dec 2020;11;7;all;N/A;median;7;23;;72577;51629;72.58;51.63
ETB;Medellín, Medellin, Antioquia, Colombia;;Dec 2020;495;224;all;N/A;median;224;13;;12116;9368;12.12;9.37
ETB;Bogotá, Bogota, Colombia;;Dec 2020;219904;69476;all;N/A;median;69476;5;;45904;28914;45.90;28.91
All Providers Combined;Colombia;;Jan 2021;2939001;749292;all;N/A;median;749292;18;;30327;6476;30.33;6.48
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;Jan 2021;176892;49402;all;N/A;median;49402;20;;31552;8025;31.55;8.03
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;Jan 2021;41015;11321;all;N/A;median;11321;16;;28687;5858;28.69;5.86
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;Jan 2021;218487;63991;all;N/A;median;63991;18;;30998;6003;31.00;6.00
All Providers Combined;Bogotá, Bogota, Colombia;;Jan 2021;1071052;293367;all;N/A;median;293367;12;;36514;7579;36.51;7.58
Movistar;Colombia;;Jan 2021;354881;100686;all;N/A;median;100686;23;;24531;24170;24.53;24.17
Movistar;Cali, Cali, Valle del Cauca, Colombia;;Jan 2021;42361;12061;all;N/A;median;12061;13;;56584;80709;56.58;80.71
Movistar;Cartagena, Cartagena, Bolívar, Colombia;;Jan 2021;14563;4401;all;N/A;median;4401;38;;39168;37777;39.17;37.78
Movistar;Medellín, Medellin, Antioquia, Colombia;;Jan 2021;3399;1008;all;N/A;median;1008;14;;84911;87614;84.91;87.61
Movistar;Bogotá, Bogota, Colombia;;Jan 2021;76937;21342;all;N/A;median;21342;12;;26426;22255;26.43;22.26
Claro;Colombia;;Jan 2021;1283272;343222;all;N/A;median;343222;17;;37368;6755;37.37;6.76
Claro;Cali, Cali, Valle del Cauca, Colombia;;Jan 2021;86109;25219;all;N/A;median;25219;21;;37504;8005;37.50;8.01
Claro;Cartagena, Cartagena, Bolívar, Colombia;;Jan 2021;7522;2275;all;N/A;median;2275;14;;32561;7773;32.56;7.77
Claro;Medellín, Medellin, Antioquia, Colombia;;Jan 2021;60310;18637;all;N/A;median;18637;23;;39094;8166;39.09;8.17
Claro;Bogotá, Bogota, Colombia;;Jan 2021;587195;158799;all;N/A;median;158799;13;;39760;6651;39.76;6.65
Tigo;Colombia;;Jan 2021;643468;169030;all;N/A;median;169030;19;;25606;5164;25.61;5.16
Tigo;Cali, Cali, Valle del Cauca, Colombia;;Jan 2021;30693;8413;all;N/A;median;8413;18;;19690;5086;19.69;5.09
Tigo;Cartagena, Cartagena, Bolívar, Colombia;;Jan 2021;17708;4847;all;N/A;median;4847;13;;25916;5072;25.92;5.07
Tigo;Medellín, Medellin, Antioquia, Colombia;;Jan 2021;141014;41488;all;N/A;median;41488;12;;30360;5295;30.36;5.30
Tigo;Bogotá, Bogota, Colombia;;Jan 2021;60688;18636;all;N/A;median;18636;12;;27088;5126;27.09;5.13
ETB;Colombia;;Jan 2021;310204;93840;all;N/A;median;93840;5;;43969;26411;43.97;26.41
ETB;Cali, Cali, Valle del Cauca, Colombia;;Jan 2021;4;4;all;N/A;median;4;10;;15665;22640;15.67;22.64
ETB;Cartagena, Cartagena, Bolívar, Colombia;;Jan 2021;6;5;all;N/A;median;5;234;;2431;2464;2.43;2.46
ETB;Medellín, Medellin, Antioquia, Colombia;;Jan 2021;487;232;all;N/A;median;232;17;;10290;7088;10.29;7.09
ETB;Bogotá, Bogota, Colombia;;Jan 2021;286687;88114;all;N/A;median;88114;5;;47654;27723;47.65;27.72
All Providers Combined;Colombia;;feb-21;3222059;828934;all;N/A;median;828934;19;;30897;6633;30.90;6.63
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;feb-21;177646;52570;all;N/A;median;52570;26;;31821;8463;31.82;8.46
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;feb-21;36128;9856;all;N/A;median;9856;17;;27796;5394;27.80;5.39
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;feb-21;263887;77241;all;N/A;median;77241;21;;31229;6213;31.23;6.21
All Providers Combined;Bogotá, Bogota, Colombia;;feb-21;1154396;325323;all;N/A;median;325323;12;;38151;8562;38.15;8.56
Movistar;Colombia;;feb-21;391084;113481;all;N/A;median;113481;24;;27337;25416;27.34;25.42
Movistar;Cali, Cali, Valle del Cauca, Colombia;;feb-21;35620;11891;all;N/A;median;11891;20;;75837;71207;75.84;71.21
Movistar;Cartagena, Cartagena, Bolívar, Colombia;;feb-21;13574;3999;all;N/A;median;3999;41;;34232;34406;34.23;34.41
Movistar;Medellín, Medellin, Antioquia, Colombia;;feb-21;5261;1368;all;N/A;median;1368;14;;93205;93588;93.21;93.59
Movistar;Bogotá, Bogota, Colombia;;feb-21;85253;25013;all;N/A;median;25013;11;;39297;34936;39.30;34.94
Claro;Colombia;;feb-21;1419133;382638;all;N/A;median;382638;18;;38282;7713;38.28;7.71
Claro;Cali, Cali, Valle del Cauca, Colombia;;feb-21;87502;26503;all;N/A;median;26503;28;;38311;8665;38.31;8.67
Claro;Cartagena, Cartagena, Bolívar, Colombia;;feb-21;5007;1489;all;N/A;median;1489;14;;31906;7509;31.91;7.51
Claro;Medellín, Medellin, Antioquia, Colombia;;feb-21;82335;24882;all;N/A;median;24882;24;;41584;8668;41.58;8.67
Claro;Bogotá, Bogota, Colombia;;feb-21;631401;176506;all;N/A;median;176506;14;;41006;7628;41.01;7.63
Tigo;Colombia;;feb-21;712267;184809;all;N/A;median;184809;21;;26076;5190;26.08;5.19
Tigo;Cali, Cali, Valle del Cauca, Colombia;;feb-21;34148;9318;all;N/A;median;9318;25;;21108;5112;21.11;5.11
Tigo;Cartagena, Cartagena, Bolívar, Colombia;;feb-21;16923;4620;all;N/A;median;4620;13;;25969;5024;25.97;5.02
Tigo;Medellín, Medellin, Antioquia, Colombia;;feb-21;156529;46582;all;N/A;median;46582;20;;30438;5501;30.44;5.50
Tigo;Bogotá, Bogota, Colombia;;feb-21;72932;22096;all;N/A;median;22096;12;;27678;5161;27.68;5.16
ETB;Colombia;;feb-21;332463;102787;all;N/A;median;102787;5;;44083;28141;44.08;28.14
ETB;Cali, Cali, Valle del Cauca, Colombia;;feb-21;39;17;all;N/A;median;17;11;;14078;10918;14.08;10.92
ETB;Cartagena, Cartagena, Bolívar, Colombia;;feb-21;4;4;all;N/A;median;4;20;;20186;34210;20.19;34.21
ETB;Medellín, Medellin, Antioquia, Colombia;;feb-21;942;323;all;N/A;median;323;12;;9333;5685;9.33;5.69
ETB;Bogotá, Bogota, Colombia;;feb-21;306110;95969;all;N/A;median;95969;5;;47808;28663;47.81;28.66
All Providers Combined;Colombia;;mar-21;3128872;816276;all;N/A;median;816276;19;;31700;7864;31.70;7.86
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;mar-21;181527;53545;all;N/A;median;53545;26;;32733;8648;32.73;8.65
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;mar-21;31584;8734;all;N/A;median;8734;18;;29076;5487;29.08;5.49
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;mar-21;266325;79033;all;N/A;median;79033;20;;31817;6372;31.82;6.37
All Providers Combined;Bogotá, Bogota, Colombia;;mar-21;1125610;318099;all;N/A;median;318099;12;;41649;9559;41.65;9.56
Movistar;Colombia;;mar-21;377449;112038;all;N/A;median;112038;24;;31165;30139;31.17;30.14
Movistar;Cali, Cali, Valle del Cauca, Colombia;;mar-21;34962;11527;all;N/A;median;11527;21;;80079;70591;80.08;70.59
Movistar;Cartagena, Cartagena, Bolívar, Colombia;;mar-21;12147;3888;all;N/A;median;3888;40;;39516;35158;39.52;35.16
Movistar;Medellín, Medellin, Antioquia, Colombia;;mar-21;7243;1792;all;N/A;median;1792;14;;92794;94475;92.79;94.48
Movistar;Bogotá, Bogota, Colombia;;mar-21;77317;23805;all;N/A;median;23805;9;;51678;50950;51.68;50.95
Claro;Colombia;;mar-21;1360742;372050;all;N/A;median;372050;18;;41197;8614;41.20;8.61
Claro;Cali, Cali, Valle del Cauca, Colombia;;mar-21;88497;26812;all;N/A;median;26812;28;;41027;8738;41.03;8.74
Claro;Cartagena, Cartagena, Bolívar, Colombia;;mar-21;3335;891;all;N/A;median;891;12;;33162;8156;33.16;8.16
Claro;Medellín, Medellin, Antioquia, Colombia;;mar-21;80836;25345;all;N/A;median;25345;23;;44031;9306;44.03;9.31
Claro;Bogotá, Bogota, Colombia;;mar-21;614918;172566;all;N/A;median;172566;13;;43431;8650;43.43;8.65
Tigo;Colombia;;mar-21;687407;185601;all;N/A;median;185601;21;;27388;5235;27.39;5.24
Tigo;Cali, Cali, Valle del Cauca, Colombia;;mar-21;33799;9351;all;N/A;median;9351;25;;23062;5206;23.06;5.21
Tigo;Cartagena, Cartagena, Bolívar, Colombia;;mar-21;15727;4258;all;N/A;median;4258;13;;26314;5070;26.31;5.07
Tigo;Medellín, Medellin, Antioquia, Colombia;;mar-21;163018;49221;all;N/A;median;49221;19;;30796;5833;30.80;5.83
Tigo;Bogotá, Bogota, Colombia;;mar-21;71319;21596;all;N/A;median;21596;12;;29037;5204;29.04;5.20
ETB;Colombia;;mar-21;336929;103509;all;N/A;median;103509;5;;47559;28967;47.56;28.97
ETB;Cali, Cali, Valle del Cauca, Colombia;;mar-21;57;31;all;N/A;median;31;11;;20544;35101;20.54;35.10
ETB;Medellín, Medellin, Antioquia, Colombia;;mar-21;748;274;all;N/A;median;274;14;;10640;7458;10.64;7.46
ETB;Bogotá, Bogota, Colombia;;mar-21;308664;96288;all;N/A;median;96288;5;;51126;29072;51.13;29.07
All Providers Combined;Colombia;;Apr 2021;3319017;857687;all;N/A;median;857687;17;;33354;8220;33.35;8.22
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;Apr 2021;179318;52645;all;N/A;median;52645;26;;35880;8821;35.88;8.82
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;Apr 2021;31107;8864;all;N/A;median;8864;18;;30169;5957;30.17;5.96
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;Apr 2021;300585;84006;all;N/A;median;84006;19;;31690;6278;31.69;6.28
All Providers Combined;Bogotá, Bogota, Colombia;;Apr 2021;1242620;345650;all;N/A;median;345650;12;;45489;9999;45.49;10.00
Movistar;Colombia;;Apr 2021;384441;114514;all;N/A;median;114514;23;;38323;37471;38.32;37.47
Movistar;Cali, Cali, Valle del Cauca, Colombia;;Apr 2021;33935;11768;all;N/A;median;11768;20;;87326;83927;87.33;83.93
Movistar;Cartagena, Cartagena, Bolívar, Colombia;;Apr 2021;12758;3872;all;N/A;median;3872;40;;41779;40601;41.78;40.60
Movistar;Medellín, Medellin, Antioquia, Colombia;;Apr 2021;10137;2727;all;N/A;median;2727;13;;99250;98662;99.25;98.66
Movistar;Bogotá, Bogota, Colombia;;Apr 2021;86365;25408;all;N/A;median;25408;9;;60931;57710;60.93;57.71
Claro;Colombia;;Apr 2021;1400920;380246;all;N/A;median;380246;18;;43401;8645;43.40;8.65
Claro;Cali, Cali, Valle del Cauca, Colombia;;Apr 2021;87833;26518;all;N/A;median;26518;28;;43152;8787;43.15;8.79
Claro;Cartagena, Cartagena, Bolívar, Colombia;;Apr 2021;3205;933;all;N/A;median;933;13;;33176;8389;33.18;8.39
Claro;Medellín, Medellin, Antioquia, Colombia;;Apr 2021;84746;26204;all;N/A;median;26204;24;;47154;9421;47.15;9.42
Claro;Bogotá, Bogota, Colombia;;Apr 2021;652292;179360;all;N/A;median;179360;13;;44662;8598;44.66;8.60
Tigo;Colombia;;Apr 2021;743169;192333;all;N/A;median;192333;17;;28485;5295;28.49;5.30
Tigo;Cali, Cali, Valle del Cauca, Colombia;;Apr 2021;35268;9436;all;N/A;median;9436;18;;23191;5259;23.19;5.26
Tigo;Cartagena, Cartagena, Bolívar, Colombia;;Apr 2021;14867;4341;all;N/A;median;4341;13;;28033;5144;28.03;5.14
Tigo;Medellín, Medellin, Antioquia, Colombia;;Apr 2021;180641;49969;all;N/A;median;49969;12;;30737;5775;30.74;5.78
Tigo;Bogotá, Bogota, Colombia;;Apr 2021;77575;23109;all;N/A;median;23109;11;;30187;5269;30.19;5.27
ETB;Colombia;;Apr 2021;412400;122554;all;N/A;median;122554;5;;53868;29268;53.87;29.27
ETB;Cali, Cali, Valle del Cauca, Colombia;;Apr 2021;39;22;all;N/A;median;22;14;;7212;4303;7.21;4.30
ETB;Cartagena, Cartagena, Bolívar, Colombia;;Apr 2021;1;1;all;N/A;median;1;20;;20522;5187;20.52;5.19
ETB;Medellín, Medellin, Antioquia, Colombia;;Apr 2021;873;297;all;N/A;median;297;11;;23542;14536;23.54;14.54
ETB;Bogotá, Bogota, Colombia;;Apr 2021;379136;114585;all;N/A;median;114585;4;;55758;31891;55.76;31.89
All Providers Combined;Colombia;;may-21;3217083;834388;all;N/A;median;834388;16;;36333;8539;36.33;8.54
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;may-21;170332;48649;all;N/A;median;48649;22;;37299;8963;37.30;8.96
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;may-21;33513;9087;all;N/A;median;9087;16;;31661;6169;31.66;6.17
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;may-21;278778;82524;all;N/A;median;82524;15;;38034;6376;38.03;6.38
All Providers Combined;Bogotá, Bogota, Colombia;;may-21;1163050;325996;all;N/A;median;325996;11;;47740;10125;47.74;10.13
Movistar;Colombia;;may-21;396109;116919;all;N/A;median;116919;21;;41159;38937;41.16;38.94
Movistar;Cali, Cali, Valle del Cauca, Colombia;;may-21;36263;12296;all;N/A;median;12296;19;;86998;81926;87.00;81.93
Movistar;Cartagena, Cartagena, Bolívar, Colombia;;may-21;12790;3853;all;N/A;median;3853;40;;45935;39923;45.94;39.92
Movistar;Medellín, Medellin, Antioquia, Colombia;;may-21;9864;2833;all;N/A;median;2833;13;;103033;103161;103.03;103.16
Movistar;Bogotá, Bogota, Colombia;;may-21;90971;26978;all;N/A;median;26978;8;;66298;63059;66.30;63.06
Claro;Colombia;;may-21;1315223;362668;all;N/A;median;362668;17;;45871;8808;45.87;8.81
Claro;Cali, Cali, Valle del Cauca, Colombia;;may-21;75323;22777;all;N/A;median;22777;24;;43403;8827;43.40;8.83
Claro;Cartagena, Cartagena, Bolívar, Colombia;;may-21;3248;927;all;N/A;median;927;13;;39566;8720;39.57;8.72
Claro;Medellín, Medellin, Antioquia, Colombia;;may-21;74105;23686;all;N/A;median;23686;24;;48934;9863;48.93;9.86
Claro;Bogotá, Bogota, Colombia;;may-21;612185;173228;all;N/A;median;173228;13;;48072;8800;48.07;8.80
Tigo;Colombia;;may-21;792911;204457;all;N/A;median;204457;15;;30876;5771;30.88;5.77
Tigo;Cali, Cali, Valle del Cauca, Colombia;;may-21;35757;8817;all;N/A;median;8817;20;;25263;5859;25.26;5.86
Tigo;Cartagena, Cartagena, Bolívar, Colombia;;may-21;16872;4530;all;N/A;median;4530;13;;30180;5258;30.18;5.26
Tigo;Medellín, Medellin, Antioquia, Colombia;;may-21;178368;52947;all;N/A;median;52947;10;;34375;6131;34.38;6.13
Tigo;Bogotá, Bogota, Colombia;;may-21;84704;24403;all;N/A;median;24403;11;;31225;5550;31.23;5.55
ETB;Colombia;;may-21;345149;102560;all;N/A;median;102560;5;;54311;32242;54.31;32.24
ETB;Cali, Cali, Valle del Cauca, Colombia;;may-21;38;27;all;N/A;median;27;14;;19455;28665;19.46;28.67
ETB;Medellín, Medellin, Antioquia, Colombia;;may-21;569;185;all;N/A;median;185;10;;14534;12701;14.53;12.70
ETB;Bogotá, Bogota, Colombia;;may-21;317816;96051;all;N/A;median;96051;4;;56355;34651;56.36;34.65
All Providers Combined;Colombia;;jun-21;2977249;794130;all;N/A;median;794130;16;;41295;9118;41.30;9.12
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;jun-21;164829;48484;all;N/A;median;48484;19;;42683;9909;42.68;9.91
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;jun-21;30194;8394;all;N/A;median;8394;16;;40257;7231;40.26;7.23
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;jun-21;265664;80005;all;N/A;median;80005;14;;42953;7875;42.95;7.88
All Providers Combined;Bogotá, Bogota, Colombia;;jun-21;1001573;294246;all;N/A;median;294246;11;;52241;10669;52.24;10.67
Movistar;Colombia;;jun-21;395025;119326;all;N/A;median;119326;18;;51899;48752;51.90;48.75
Movistar;Cali, Cali, Valle del Cauca, Colombia;;jun-21;35020;12300;all;N/A;median;12300;13;;92384;93269;92.38;93.27
Movistar;Cartagena, Cartagena, Bolívar, Colombia;;jun-21;11713;3789;all;N/A;median;3789;40;;49561;47181;49.56;47.18
Movistar;Medellín, Medellin, Antioquia, Colombia;;jun-21;10379;3244;all;N/A;median;3244;13;;116964;115197;116.96;115.20
Movistar;Bogotá, Bogota, Colombia;;jun-21;89140;27796;all;N/A;median;27796;8;;82319;78730;82.32;78.73
Claro;Colombia;;jun-21;1175848;339330;all;N/A;median;339330;16;;49419;9394;49.42;9.39
Claro;Cali, Cali, Valle del Cauca, Colombia;;jun-21;68905;21239;all;N/A;median;21239;20;;48777;9732;48.78;9.73
Claro;Cartagena, Cartagena, Bolívar, Colombia;;jun-21;3251;924;all;N/A;median;924;13;;42059;9195;42.06;9.20
Claro;Medellín, Medellin, Antioquia, Colombia;;jun-21;68144;22195;all;N/A;median;22195;23;;51416;10391;51.42;10.39
Claro;Bogotá, Bogota, Colombia;;jun-21;513573;153259;all;N/A;median;153259;12;;50717;9414;50.72;9.41
Tigo;Colombia;;jun-21;754335;197041;all;N/A;median;197041;15;;31704;6195;31.70;6.20
Tigo;Cali, Cali, Valle del Cauca, Colombia;;jun-21;40695;10687;all;N/A;median;10687;18;;28015;6139;28.02;6.14
Tigo;Cartagena, Cartagena, Bolívar, Colombia;;jun-21;15040;3917;all;N/A;median;3917;13;;35275;6135;35.28;6.14
Tigo;Medellín, Medellin, Antioquia, Colombia;;jun-21;173111;51877;all;N/A;median;51877;10;;39585;6298;39.59;6.30
Tigo;Bogotá, Bogota, Colombia;;jun-21;70932;21090;all;N/A;median;21090;11;;35047;6200;35.05;6.20
ETB;Colombia;;jun-21;307888;93965;all;N/A;median;93965;5;;58676;46757;58.68;46.76
ETB;Cali, Cali, Valle del Cauca, Colombia;;jun-21;55;27;all;N/A;median;27;15;;28842;36523;28.84;36.52
ETB;Medellín, Medellin, Antioquia, Colombia;;jun-21;612;174;all;N/A;median;174;9;;29632;28645;29.63;28.65
ETB;Bogotá, Bogota, Colombia;;jun-21;282200;87753;all;N/A;median;87753;4;;63191;50933;63.19;50.93
All Providers Combined;Colombia;;jul-21;3129689;830778;all;N/A;median;830778;15;;43949;10161;43.95;10.16
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;jul-21;172936;49527;all;N/A;median;49527;18;;43664;10419;43.66;10.42
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;jul-21;30709;8710;all;N/A;median;8710;16;;44250;9940;44.25;9.94
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;jul-21;257945;78518;all;N/A;median;78518;15;;46621;10101;46.62;10.10
All Providers Combined;Bogotá, Bogota, Colombia;;jul-21;1081695;311464;all;N/A;median;311464;10;;55034;10826;55.03;10.83
Movistar;Colombia;;jul-21;420274;123579;all;N/A;median;123579;18;;57557;51936;57.56;51.94
Movistar;Cali, Cali, Valle del Cauca, Colombia;;jul-21;36982;12428;all;N/A;median;12428;12;;93694;93356;93.69;93.36
Movistar;Cartagena, Cartagena, Bolívar, Colombia;;jul-21;12414;4003;all;N/A;median;4003;40;;57480;48973;57.48;48.97
Movistar;Medellín, Medellin, Antioquia, Colombia;;jul-21;12216;3618;all;N/A;median;3618;13;;116778;115304;116.78;115.30
Movistar;Bogotá, Bogota, Colombia;;jul-21;100922;29669;all;N/A;median;29669;7;;86381;81824;86.38;81.82
Claro;Colombia;;jul-21;1269943;362484;all;N/A;median;362484;16;;51498;9954;51.50;9.95
Claro;Cali, Cali, Valle del Cauca, Colombia;;jul-21;70513;21298;all;N/A;median;21298;19;;50899;10301;50.90;10.30
Claro;Cartagena, Cartagena, Bolívar, Colombia;;jul-21;3485;941;all;N/A;median;941;12;;44459;9768;44.46;9.77
Claro;Medellín, Medellin, Antioquia, Colombia;;jul-21;74801;23987;all;N/A;median;23987;23;;53941;10591;53.94;10.59
Claro;Bogotá, Bogota, Colombia;;jul-21;539891;157982;all;N/A;median;157982;12;;53517;9936;53.52;9.94
Tigo;Colombia;;jul-21;741315;194913;all;N/A;median;194913;16;;34446;7392;34.45;7.39
