Provider;Location;Device;Aggregate Date;Test Count;Sample Count;Platform;Technology Type;Metric Type;User Count;Minimum Latency;Multi-Server Jitter;Download Speed;Upload Speed;Download Speed Mbps;Upload Speed Mbps
ETB;Medellín, Medellin, Antioquia, Colombia;;nov-22;112;49;all;N/A;median;49;13;116.333;32329;38180;32.33;38.18
ETB;Bogotá, Bogota, Colombia;;nov-22;249403;81953;all;N/A;median;81953;4;3.625;101445;100645;101.45;100.65
All Providers Combined;Colombia;;Dec 2022;1820877;528248;all;N/A;median;528248;11;75.812;90758;32624;90.76;32.62
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;Dec 2022;102950;32093;all;N/A;median;32093;19;8.7;86394;32430;86.39;32.43
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;Dec 2022;21440;6221;all;N/A;median;6221;8;100.125;101470;38942;101.47;38.94
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;Dec 2022;144813;46949;all;N/A;median;46949;10;65.249;95152;28331;95.15;28.33
All Providers Combined;Bogotá, Bogota, Colombia;;Dec 2022;620130;194153;all;N/A;median;194153;7;54.625;98960;41799;98.96;41.80
Movistar;Colombia;;Dec 2022;377855;110766;all;N/A;median;110766;11;6.6;153188;135876;153.19;135.88
Movistar;Cali, Cali, Valle del Cauca, Colombia;;Dec 2022;29668;10008;all;N/A;median;10008;20;63.331;162318;124946;162.32;124.95
Movistar;Cartagena, Cartagena, Bolívar, Colombia;;Dec 2022;13038;3887;all;N/A;median;3887;6;88.896;129698;132820;129.70;132.82
Movistar;Medellín, Medellin, Antioquia, Colombia;;Dec 2022;28477;8124;all;N/A;median;8124;16;5.9;224364;233106;224.36;233.11
Movistar;Bogotá, Bogota, Colombia;;Dec 2022;98273;29996;all;N/A;median;29996;6;41.083;182428;158261;182.43;158.26
Claro;Colombia;;Dec 2022;617003;196599;all;N/A;median;196599;13;8.125;91895;31759;91.90;31.76
Claro;Cali, Cali, Valle del Cauca, Colombia;;Dec 2022;37702;12060;all;N/A;median;12060;18;90.625;87719;31326;87.72;31.33
Claro;Cartagena, Cartagena, Bolívar, Colombia;;Dec 2022;2309;570;all;N/A;median;570;11;118.128;85264;29963;85.26;29.96
Claro;Medellín, Medellin, Antioquia, Colombia;;Dec 2022;25180;8985;all;N/A;median;8985;10;71.667;94362;31825;94.36;31.83
Claro;Bogotá, Bogota, Colombia;;Dec 2022;231799;74662;all;N/A;median;74662;10;71.625;92690;31787;92.69;31.79
Tigo;Colombia;;Dec 2022;351308;111096;all;N/A;median;111096;12;7.85;76760;16780;76.76;16.78
Tigo;Cali, Cali, Valle del Cauca, Colombia;;Dec 2022;16812;5476;all;N/A;median;5476;15;78.104;57621;12847;57.62;12.85
Tigo;Cartagena, Cartagena, Bolívar, Colombia;;Dec 2022;5850;1956;all;N/A;median;1956;11;10.25;76662;19257;76.66;19.26
Tigo;Medellín, Medellin, Antioquia, Colombia;;Dec 2022;83643;29368;all;N/A;median;29368;9;6.25;92513;20577;92.51;20.58
Tigo;Bogotá, Bogota, Colombia;;Dec 2022;37688;13527;all;N/A;median;13527;10;54.888;85797;17235;85.80;17.24
ETB;Colombia;;Dec 2022;241904;79035;all;N/A;median;79035;4;34.875;98058;94798;98.06;94.80
ETB;Cali, Cali, Valle del Cauca, Colombia;;Dec 2022;8;6;all;N/A;median;6;3;26.021;19372;26881;19.37;26.88
ETB;Medellín, Medellin, Antioquia, Colombia;;Dec 2022;110;51;all;N/A;median;51;22;9.875;26202;27769;26.20;27.77
ETB;Bogotá, Bogota, Colombia;;Dec 2022;226051;74765;all;N/A;median;74765;4;33.374;109975;104958;109.98;104.96
All Providers Combined;Colombia;;Jan 2023;2072240;588520;all;N/A;median;588520;11;7.525;91433;32615;91.43;32.62
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;Jan 2023;114988;35082;all;N/A;median;35082;18;81.345;87734;32558;87.73;32.56
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;Jan 2023;21544;6251;all;N/A;median;6251;8;10.025;110005;39275;110.01;39.28
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;Jan 2023;168102;54258;all;N/A;median;54258;10;6.5;94767;28099;94.77;28.10
All Providers Combined;Bogotá, Bogota, Colombia;;Jan 2023;716949;220446;all;N/A;median;220446;7;5.4;99149;41812;99.15;41.81
Movistar;Colombia;;Jan 2023;435571;123785;all;N/A;median;123785;11;63.417;154608;137802;154.61;137.80
Movistar;Cali, Cali, Valle del Cauca, Colombia;;Jan 2023;34206;11070;all;N/A;median;11070;20;57.583;165749;126419;165.75;126.42
Movistar;Cartagena, Cartagena, Bolívar, Colombia;;Jan 2023;13244;3915;all;N/A;median;3915;6;9.05;141430;133493;141.43;133.49
Movistar;Medellín, Medellin, Antioquia, Colombia;;Jan 2023;31390;8972;all;N/A;median;8972;16;5.45;220853;230835;220.85;230.84
Movistar;Bogotá, Bogota, Colombia;;Jan 2023;113288;34145;all;N/A;median;34145;6;3.775;185028;156227;185.03;156.23
Claro;Colombia;;Jan 2023;696126;218380;all;N/A;median;218380;13;83.125;92854;31645;92.85;31.65
Claro;Cali, Cali, Valle del Cauca, Colombia;;Jan 2023;40979;13098;all;N/A;median;13098;18;86.417;88302;31307;88.30;31.31
Claro;Cartagena, Cartagena, Bolívar, Colombia;;Jan 2023;2321;678;all;N/A;median;678;11;108.876;79830;29288;79.83;29.29
Claro;Medellín, Medellin, Antioquia, Colombia;;Jan 2023;31584;10844;all;N/A;median;10844;10;75.375;97266;31658;97.27;31.66
Claro;Bogotá, Bogota, Colombia;;Jan 2023;254986;82639;all;N/A;median;82639;10;72.875;93497;31667;93.50;31.67
Tigo;Colombia;;Jan 2023;386714;122604;all;N/A;median;122604;12;7.75;76500;16959;76.50;16.96
Tigo;Cali, Cali, Valle del Cauca, Colombia;;Jan 2023;18744;6005;all;N/A;median;6005;15;78.288;57419;14027;57.42;14.03
Tigo;Cartagena, Cartagena, Bolívar, Colombia;;Jan 2023;5730;1888;all;N/A;median;1888;11;104.717;80695;18198;80.70;18.20
Tigo;Medellín, Medellin, Antioquia, Colombia;;Jan 2023;95469;33685;all;N/A;median;33685;9;6.025;92089;20631;92.09;20.63
Tigo;Bogotá, Bogota, Colombia;;Jan 2023;43427;15485;all;N/A;median;15485;10;56.875;83213;16478;83.21;16.48
ETB;Colombia;;Jan 2023;287850;89247;all;N/A;median;89247;4;33.548;99406;95490;99.41;95.49
ETB;Cali, Cali, Valle del Cauca, Colombia;;Jan 2023;11;9;all;N/A;median;9;5;1.705;38591;44119;38.59;44.12
ETB;Cartagena, Cartagena, Bolívar, Colombia;;Jan 2023;4;4;all;N/A;median;4;20;546.362;6749;13975;6.75;13.98
ETB;Medellín, Medellin, Antioquia, Colombia;;Jan 2023;109;52;all;N/A;median;52;17;156.786;13875;15812;13.88;15.81
ETB;Bogotá, Bogota, Colombia;;Jan 2023;270692;84897;all;N/A;median;84897;4;32.125;109349;106780;109.35;106.78
All Providers Combined;Colombia;;feb-23;2168011;624976;all;N/A;median;624976;11;73.125;92956;32912;92.96;32.91
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;feb-23;119777;36264;all;N/A;median;36264;18;8.125;90348;33148;90.35;33.15
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;feb-23;21483;6191;all;N/A;median;6191;8;9.901;99761;39928;99.76;39.93
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;feb-23;186545;60273;all;N/A;median;60273;10;64.875;97617;28630;97.62;28.63
All Providers Combined;Bogotá, Bogota, Colombia;;feb-23;789359;240190;all;N/A;median;240190;7;53.504;103242;43753;103.24;43.75
Movistar;Colombia;;feb-23;462273;132809;all;N/A;median;132809;11;6.301;161667;142119;161.67;142.12
Movistar;Cali, Cali, Valle del Cauca, Colombia;;feb-23;37398;11702;all;N/A;median;11702;19;63.184;166976;131338;166.98;131.34
Movistar;Cartagena, Cartagena, Bolívar, Colombia;;feb-23;13612;3903;all;N/A;median;3903;6;96.904;130381;126855;130.38;126.86
Movistar;Medellín, Medellin, Antioquia, Colombia;;feb-23;34811;10285;all;N/A;median;10285;16;57.917;221834;231888;221.83;231.89
Movistar;Bogotá, Bogota, Colombia;;feb-23;136988;39500;all;N/A;median;39500;6;40.832;188174;158431;188.17;158.43
Claro;Colombia;;feb-23;726842;228530;all;N/A;median;228530;13;81.071;93604;31682;93.60;31.68
Claro;Cali, Cali, Valle del Cauca, Colombia;;feb-23;41892;13339;all;N/A;median;13339;18;83.197;89251;31596;89.25;31.60
Claro;Cartagena, Cartagena, Bolívar, Colombia;;feb-23;2039;556;all;N/A;median;556;11;93.093;84116;29160;84.12;29.16
Claro;Medellín, Medellin, Antioquia, Colombia;;feb-23;35876;12131;all;N/A;median;12131;10;7.475;98650;31680;98.65;31.68
Claro;Bogotá, Bogota, Colombia;;feb-23;270138;87488;all;N/A;median;87488;10;7.125;94001;31666;94.00;31.67
Tigo;Colombia;;feb-23;406076;129302;all;N/A;median;129302;11;7.75;77074;18114;77.07;18.11
Tigo;Cali, Cali, Valle del Cauca, Colombia;;feb-23;19781;6054;all;N/A;median;6054;15;78.472;60989;16616;60.99;16.62
Tigo;Cartagena, Cartagena, Bolívar, Colombia;;feb-23;5647;1933;all;N/A;median;1933;11;100.333;76062;19140;76.06;19.14
Tigo;Medellín, Medellin, Antioquia, Colombia;;feb-23;106756;37263;all;N/A;median;37263;9;60.945;93113;21471;93.11;21.47
Tigo;Bogotá, Bogota, Colombia;;feb-23;46818;16450;all;N/A;median;16450;10;54.875;84623;17761;84.62;17.76
ETB;Colombia;;feb-23;308942;97451;all;N/A;median;97451;4;33.196;103358;104510;103.36;104.51
ETB;Cali, Cali, Valle del Cauca, Colombia;;feb-23;117;42;all;N/A;median;42;4;36.125;66762;93622;66.76;93.62
ETB;Cartagena, Cartagena, Bolívar, Colombia;;feb-23;1;1;all;N/A;median;1;29;81.696;1836;1904;1.84;1.90
ETB;Medellín, Medellin, Antioquia, Colombia;;feb-23;287;113;all;N/A;median;113;13;9;10542;14536;10.54;14.54
ETB;Bogotá, Bogota, Colombia;;feb-23;292368;92594;all;N/A;median;92594;4;3.2;111998;114390;112.00;114.39
All Providers Combined;Colombia;;mar-23;2263189;648034;all;N/A;median;648034;11;7.475;93463;32991;93.46;32.99
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;mar-23;123915;37771;all;N/A;median;37771;18;84.625;89160;32965;89.16;32.97
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;mar-23;25424;7166;all;N/A;median;7166;8;101.404;107025;37413;107.03;37.41
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;mar-23;196559;62868;all;N/A;median;62868;10;67.316;100156;31075;100.16;31.08
All Providers Combined;Bogotá, Bogota, Colombia;;mar-23;790230;241647;all;N/A;median;241647;7;5.544;103398;43922;103.40;43.92
Movistar;Colombia;;mar-23;497168;141138;all;N/A;median;141138;11;66.001;159233;141147;159.23;141.15
Movistar;Cali, Cali, Valle del Cauca, Colombia;;mar-23;35908;11321;all;N/A;median;11321;19;68.127;170937;141432;170.94;141.43
Movistar;Cartagena, Cartagena, Bolívar, Colombia;;mar-23;15808;4396;all;N/A;median;4396;6;100.347;134691;132142;134.69;132.14
Movistar;Medellín, Medellin, Antioquia, Colombia;;mar-23;38536;11250;all;N/A;median;11250;16;60.003;222036;231780;222.04;231.78
Movistar;Bogotá, Bogota, Colombia;;mar-23;142963;41518;all;N/A;median;41518;6;42.864;180066;150658;180.07;150.66
Claro;Colombia;;mar-23;740281;234586;all;N/A;median;234586;12;80.658;94495;31737;94.50;31.74
Claro;Cali, Cali, Valle del Cauca, Colombia;;mar-23;44686;14317;all;N/A;median;14317;18;86.125;89555;31308;89.56;31.31
Claro;Cartagena, Cartagena, Bolívar, Colombia;;mar-23;2011;644;all;N/A;median;644;11;107.308;73135;28308;73.14;28.31
Claro;Medellín, Medellin, Antioquia, Colombia;;mar-23;36426;12633;all;N/A;median;12633;9;7.8;103944;31831;103.94;31.83
Claro;Bogotá, Bogota, Colombia;;mar-23;267787;86841;all;N/A;median;86841;10;71.449;94412;31733;94.41;31.73
Tigo;Colombia;;mar-23;419737;132641;all;N/A;median;132641;12;78.854;77806;18609;77.81;18.61
Tigo;Cali, Cali, Valle del Cauca, Colombia;;mar-23;20264;6432;all;N/A;median;6432;15;79.843;57193;16139;57.19;16.14
Tigo;Cartagena, Cartagena, Bolívar, Colombia;;mar-23;7378;2342;all;N/A;median;2342;11;97.306;88218;20614;88.22;20.61
Tigo;Medellín, Medellin, Antioquia, Colombia;;mar-23;106306;37257;all;N/A;median;37257;8;63.322;91820;22507;91.82;22.51
Tigo;Bogotá, Bogota, Colombia;;mar-23;46465;16398;all;N/A;median;16398;10;57.302;86059;18216;86.06;18.22
ETB;Colombia;;mar-23;303338;96939;all;N/A;median;96939;4;35.465;102852;100413;102.85;100.41
ETB;Cali, Cali, Valle del Cauca, Colombia;;mar-23;18;12;all;N/A;median;12;3;2.35;73628;91657;73.63;91.66
ETB;Cartagena, Cartagena, Bolívar, Colombia;;mar-23;3;2;all;N/A;median;2;33;474.769;9712;9934;9.71;9.93
ETB;Medellín, Medellin, Antioquia, Colombia;;mar-23;170;56;all;N/A;median;56;22;16.468;6757;6065;6.76;6.07
ETB;Bogotá, Bogota, Colombia;;mar-23;284458;91856;all;N/A;median;91856;4;33.887;112623;112426;112.62;112.43
All Providers Combined;Colombia;;Apr 2023;2051895;594394;all;N/A;median;594394;11;7.25;93784;33194;93.78;33.19
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;Apr 2023;111103;34379;all;N/A;median;34379;18;8.461;90113;33161;90.11;33.16
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;Apr 2023;22729;6604;all;N/A;median;6604;8;9.1;112467;47535;112.47;47.54
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;Apr 2023;194759;61653;all;N/A;median;61653;10;6.65;100529;31418;100.53;31.42
All Providers Combined;Bogotá, Bogota, Colombia;;Apr 2023;720388;223376;all;N/A;median;223376;7;53.125;107944;44883;107.94;44.88
Movistar;Colombia;;Apr 2023;461114;132824;all;N/A;median;132824;11;62.226;164302;148161;164.30;148.16
Movistar;Cali, Cali, Valle del Cauca, Colombia;;Apr 2023;32591;10394;all;N/A;median;10394;19;64.875;170989;150525;170.99;150.53
Movistar;Cartagena, Cartagena, Bolívar, Colombia;;Apr 2023;14434;4205;all;N/A;median;4205;6;87.392;150776;146644;150.78;146.64
Movistar;Medellín, Medellin, Antioquia, Colombia;;Apr 2023;38874;11128;all;N/A;median;11128;16;58.916;222083;230580;222.08;230.58
Movistar;Bogotá, Bogota, Colombia;;Apr 2023;131711;39087;all;N/A;median;39087;6;40.916;183968;155469;183.97;155.47
Claro;Colombia;;Apr 2023;636615;205615;all;N/A;median;205615;13;79.625;94908;32493;94.91;32.49
Claro;Cali, Cali, Valle del Cauca, Colombia;;Apr 2023;39083;12651;all;N/A;median;12651;18;8.525;91418;32190;91.42;32.19
Claro;Cartagena, Cartagena, Bolívar, Colombia;;Apr 2023;1643;547;all;N/A;median;547;11;102.044;84717;30951;84.72;30.95
Claro;Medellín, Medellin, Antioquia, Colombia;;Apr 2023;43089;14518;all;N/A;median;14518;9;8.075;102809;32313;102.81;32.31
Claro;Bogotá, Bogota, Colombia;;Apr 2023;238804;78465;all;N/A;median;78465;10;70.375;95233;32453;95.23;32.45
Tigo;Colombia;;Apr 2023;377625;120506;all;N/A;median;120506;12;75.658;76534;18820;76.53;18.82
Tigo;Cali, Cali, Valle del Cauca, Colombia;;Apr 2023;17900;5725;all;N/A;median;5725;15;79.916;57421;15894;57.42;15.89
Tigo;Cartagena, Cartagena, Bolívar, Colombia;;Apr 2023;6226;1999;all;N/A;median;1999;11;89.812;79616;20390;79.62;20.39
Tigo;Medellín, Medellin, Antioquia, Colombia;;Apr 2023;98729;34790;all;N/A;median;34790;9;60.125;92210;22754;92.21;22.75
Tigo;Bogotá, Bogota, Colombia;;Apr 2023;41505;14727;all;N/A;median;14727;10;5.45;79814;18791;79.81;18.79
ETB;Colombia;;Apr 2023;279718;90721;all;N/A;median;90721;4;33.644;109830;108178;109.83;108.18
ETB;Cali, Cali, Valle del Cauca, Colombia;;Apr 2023;17;11;all;N/A;median;11;7;6.45;19187;18451;19.19;18.45
ETB;Cartagena, Cartagena, Bolívar, Colombia;;Apr 2023;3;3;all;N/A;median;3;33;15.966;18203;16096;18.20;16.10
ETB;Medellín, Medellin, Antioquia, Colombia;;Apr 2023;210;99;all;N/A;median;99;9;93.937;22506;37882;22.51;37.88
ETB;Bogotá, Bogota, Colombia;;Apr 2023;260881;85708;all;N/A;median;85708;4;32.125;115689;115386;115.69;115.39
All Providers Combined;Colombia;;may-23;2098842;604743;all;N/A;median;604743;10;7.15;94404;33543;94.40;33.54
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;may-23;118595;36266;all;N/A;median;36266;18;87.313;90768;33214;90.77;33.21
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;may-23;22357;6026;all;N/A;median;6026;8;9.525;110011;44361;110.01;44.36
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;may-23;185194;59261;all;N/A;median;59261;10;65.875;106143;32016;106.14;32.02
All Providers Combined;Bogotá, Bogota, Colombia;;may-23;759364;235626;all;N/A;median;235626;7;53.022;110997;48124;111.00;48.12
Movistar;Colombia;;may-23;490644;137252;all;N/A;median;137252;10;6.325;164746;151836;164.75;151.84
Movistar;Cali, Cali, Valle del Cauca, Colombia;;may-23;32447;10538;all;N/A;median;10538;19;66.394;165258;140457;165.26;140.46
Movistar;Cartagena, Cartagena, Bolívar, Colombia;;may-23;14793;3867;all;N/A;median;3867;6;95.125;143204;145968;143.20;145.97
Movistar;Medellín, Medellin, Antioquia, Colombia;;may-23;42206;11838;all;N/A;median;11838;15;6.277;225946;232708;225.95;232.71
Movistar;Bogotá, Bogota, Colombia;;may-23;140146;41022;all;N/A;median;41022;6;40.333;186593;165849;186.59;165.85
Claro;Colombia;;may-23;657029;209631;all;N/A;median;209631;12;7.9;98104;32528;98.10;32.53
Claro;Cali, Cali, Valle del Cauca, Colombia;;may-23;44621;13915;all;N/A;median;13915;18;86.625;92475;32406;92.48;32.41
Claro;Cartagena, Cartagena, Bolívar, Colombia;;may-23;2198;574;all;N/A;median;574;10;9.634;84104;30591;84.10;30.59
Claro;Medellín, Medellin, Antioquia, Colombia;;may-23;36533;12646;all;N/A;median;12646;9;76.405;109123;32414;109.12;32.41
Claro;Bogotá, Bogota, Colombia;;may-23;259716;84705;all;N/A;median;84705;10;7;97614;32511;97.61;32.51
Tigo;Colombia;;may-23;364447;117802;all;N/A;median;117802;11;72.833;80118;19172;80.12;19.17
Tigo;Cali, Cali, Valle del Cauca, Colombia;;may-23;18112;6051;all;N/A;median;6051;15;74.875;60806;16510;60.81;16.51
Tigo;Cartagena, Cartagena, Bolívar, Colombia;;may-23;5058;1726;all;N/A;median;1726;11;89.899;84406;20137;84.41;20.14
Tigo;Medellín, Medellin, Antioquia, Colombia;;may-23;93882;33822;all;N/A;median;33822;9;6.025;92590;22513;92.59;22.51
Tigo;Bogotá, Bogota, Colombia;;may-23;40967;14745;all;N/A;median;14745;10;5.375;86843;18904;86.84;18.90
ETB;Colombia;;may-23;290494;95011;all;N/A;median;95011;4;33.375;113680;113798;113.68;113.80
ETB;Cali, Cali, Valle del Cauca, Colombia;;may-23;12;6;all;N/A;median;6;8;63.372;33372;28548;33.37;28.55
ETB;Cartagena, Cartagena, Bolívar, Colombia;;may-23;6;4;all;N/A;median;4;35;92.1;7234;8472;7.23;8.47
ETB;Medellín, Medellin, Antioquia, Colombia;;may-23;165;62;all;N/A;median;62;17;84.031;8532;9789;8.53;9.79
ETB;Bogotá, Bogota, Colombia;;may-23;272076;90104;all;N/A;median;90104;4;32.161;121323;118553;121.32;118.55
All Providers Combined;Colombia;;jun-23;2017308;585661;all;N/A;median;585661;10;7.25;94795;33987;94.80;33.99
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;jun-23;115360;34113;all;N/A;median;34113;18;86.048;93843;33279;93.84;33.28
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;jun-23;21979;6210;all;N/A;median;6210;7;9.125;115031;49410;115.03;49.41
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;jun-23;175360;55685;all;N/A;median;55685;10;66.375;111933;32415;111.93;32.42
All Providers Combined;Bogotá, Bogota, Colombia;;jun-23;723584;226905;all;N/A;median;226905;7;5.4;115963;48744;115.96;48.74
Movistar;Colombia;;jun-23;475365;136468;all;N/A;median;136468;10;63.611;170717;156262;170.72;156.26
Movistar;Cali, Cali, Valle del Cauca, Colombia;;jun-23;31256;9777;all;N/A;median;9777;19;62.333;177230;144939;177.23;144.94
Movistar;Cartagena, Cartagena, Bolívar, Colombia;;jun-23;14584;4100;all;N/A;median;4100;6;92.333;142053;147538;142.05;147.54
Movistar;Medellín, Medellin, Antioquia, Colombia;;jun-23;42757;12231;all;N/A;median;12231;15;6.45;227335;234893;227.34;234.89
Movistar;Bogotá, Bogota, Colombia;;jun-23;140472;41292;all;N/A;median;41292;6;41.833;192011;168727;192.01;168.73
Claro;Colombia;;jun-23;626393;201431;all;N/A;median;201431;12;79.375;104837;32519;104.84;32.52
Claro;Cali, Cali, Valle del Cauca, Colombia;;jun-23;41560;12955;all;N/A;median;12955;18;85.833;93772;32375;93.77;32.38
Claro;Cartagena, Cartagena, Bolívar, Colombia;;jun-23;2038;558;all;N/A;median;558;10;91.281;92048;31299;92.05;31.30
Claro;Medellín, Medellin, Antioquia, Colombia;;jun-23;36223;12260;all;N/A;median;12260;9;77.905;113614;32492;113.61;32.49
Claro;Bogotá, Bogota, Colombia;;jun-23;243748;80680;all;N/A;median;80680;10;7.025;104887;32466;104.89;32.47
Tigo;Colombia;;jun-23;340057;110783;all;N/A;median;110783;11;73.417;83215;18992;83.22;18.99
Tigo;Cali, Cali, Valle del Cauca, Colombia;;jun-23;18594;5716;all;N/A;median;5716;15;74.783;68193;17557;68.19;17.56
Tigo;Cartagena, Cartagena, Bolívar, Colombia;;jun-23;5038;1686;all;N/A;median;1686;11;8.075;89687;19162;89.69;19.16
Tigo;Medellín, Medellin, Antioquia, Colombia;;jun-23;85618;30538;all;N/A;median;30538;8;60.129;93389;22171;93.39;22.17
Tigo;Bogotá, Bogota, Colombia;;jun-23;37559;13770;all;N/A;median;13770;10;5.45;86580;18403;86.58;18.40
ETB;Colombia;;jun-23;274192;90366;all;N/A;median;90366;4;34.375;115493;114942;115.49;114.94
ETB;Cali, Cali, Valle del Cauca, Colombia;;jun-23;76;18;all;N/A;median;18;2;25.375;46709;38535;46.71;38.54
ETB;Cartagena, Cartagena, Bolívar, Colombia;;jun-23;1;1;all;N/A;median;1;34;26.755;9526;9535;9.53;9.54
ETB;Medellín, Medellin, Antioquia, Colombia;;jun-23;93;45;all;N/A;median;45;16;112.812;16955;19259;16.96;19.26
ETB;Bogotá, Bogota, Colombia;;jun-23;255759;85898;all;N/A;median;85898;4;3.3;127240;121653;127.24;121.65
